Inspection Date,Inspection Type,Facility Name,Inspection Number,url_inspection,url_inspection_full,url_entity_full
28-Aug-2023,Required,Glitz & Glamour Beauty Bar - Personal Services,137390,location.href = '/Portal/Inspection/Details/70f0be8a-cb5b-4eed-88ca-48a3f3e10eed' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/70f0be8a-cb5b-4eed-88ca-48a3f3e10eed,http://disclosure.algomapublichealth.com/Portal/Facility/Details/112697f5-a324-40ed-a72e-53ed1b78d8dc
01-Feb-2024,Required,GLO by Hallee - Personal Services,161257,location.href = '/Portal/Inspection/Details/2cbf92bf-9d1d-4383-a770-33c05928ee5e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/2cbf92bf-9d1d-4383-a770-33c05928ee5e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e988b58d-b88c-40a9-881a-c89b18633856
18-May-2023,Required,Glow & Co - Personal Services,121472,location.href = '/Portal/Inspection/Details/d33f0d54-50a3-4048-a2dd-28b377b6d0b8' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/d33f0d54-50a3-4048-a2dd-28b377b6d0b8,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ff763e38-76ec-4daa-8b34-a461944fd49c
14-Dec-2022,Required,Glow & Co - Personal Services,96087,location.href = '/Portal/Inspection/Details/27c0c0fc-146b-4745-aac4-bdd3ad620b91' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/27c0c0fc-146b-4745-aac4-bdd3ad620b91,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ff763e38-76ec-4daa-8b34-a461944fd49c
10-Apr-2024,Follow-up,Great Northern Retirement Home Beauty Salon - Personal Services,166931,location.href = '/Portal/Inspection/Details/63ed36ab-efbe-4838-9bd8-2d82155fd1cd' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/63ed36ab-efbe-4838-9bd8-2d82155fd1cd,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f4da84ec-70f0-4f53-8e4e-97a6ccc6b10d
04-Apr-2024,Required,Great Northern Retirement Home Beauty Salon - Personal Services,165966,location.href = '/Portal/Inspection/Details/e8c92895-5f86-42a0-a812-2999b7777c16' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/e8c92895-5f86-42a0-a812-2999b7777c16,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f4da84ec-70f0-4f53-8e4e-97a6ccc6b10d
11-May-2022,Required,Great Northern Retirement Home Beauty Salon - Personal Services,80646,location.href = '/Portal/Inspection/Details/66f01c0d-ceaf-4c74-83ce-cd96f37891ca' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/66f01c0d-ceaf-4c74-83ce-cd96f37891ca,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f4da84ec-70f0-4f53-8e4e-97a6ccc6b10d
04-Mar-2024,Required,Greenhouse Spa - Personal Services,163344,location.href = '/Portal/Inspection/Details/c26132b5-897e-4f37-b9ea-0e1c2401ad04' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/c26132b5-897e-4f37-b9ea-0e1c2401ad04,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b47fa5e9-005c-4b84-8bf6-9cd5d9bb71be
13-Feb-2023,Required,Greenhouse Spa - Personal Services,101968,location.href = '/Portal/Inspection/Details/9b099da7-de06-4273-b878-622959c629d8' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/9b099da7-de06-4273-b878-622959c629d8,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b47fa5e9-005c-4b84-8bf6-9cd5d9bb71be
24-Apr-2024,Required,H.I. Lash - Personal Services,167719,location.href = '/Portal/Inspection/Details/49a1a84d-afe3-4f0e-b927-2574978c8f51' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/49a1a84d-afe3-4f0e-b927-2574978c8f51,http://disclosure.algomapublichealth.com/Portal/Facility/Details/198118e7-9ae1-4695-bd9d-b4528e1eb5d4
21-Apr-2023,Required,H.I. Lash - Personal Services,113766,location.href = '/Portal/Inspection/Details/8343dab5-c2c1-49c5-8db7-d56b9b45f3bd' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/8343dab5-c2c1-49c5-8db7-d56b9b45f3bd,http://disclosure.algomapublichealth.com/Portal/Facility/Details/198118e7-9ae1-4695-bd9d-b4528e1eb5d4
14-Dec-2023,Required,Hair by Heather - Personal Services,158306,location.href = '/Portal/Inspection/Details/77bb3a6c-f1fe-45ec-9d92-052630ebf899' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/77bb3a6c-f1fe-45ec-9d92-052630ebf899,http://disclosure.algomapublichealth.com/Portal/Facility/Details/919aa0dc-4c31-4c65-859d-005af2dbaad6
05-Dec-2022,Required,Hair by Heather - Personal Services,95527,location.href = '/Portal/Inspection/Details/e6e40e5f-8b77-4da2-abb3-15b68e6c7a73' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/e6e40e5f-8b77-4da2-abb3-15b68e6c7a73,http://disclosure.algomapublichealth.com/Portal/Facility/Details/919aa0dc-4c31-4c65-859d-005af2dbaad6
27-Feb-2023,Required,Hair by Liliana - Personal Services,103647,location.href = '/Portal/Inspection/Details/379604b7-44e1-43ba-9ea8-60f56e50fa70' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/379604b7-44e1-43ba-9ea8-60f56e50fa70,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e80767e7-85af-4639-8202-ce08de22c22f
21-Sep-2023,Required,Hair International - Personal Services,141562,location.href = '/Portal/Inspection/Details/ad98ce73-2597-475b-8f45-babd60d0e0c5' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/ad98ce73-2597-475b-8f45-babd60d0e0c5,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1f2232de-0757-42dc-bd08-9bcc40042b1d
07-Mar-2024,Required,Hair Razor's by Sylvie - Personal Services,163679,location.href = '/Portal/Inspection/Details/0eda3c5d-82c3-44cb-97ae-c1d3fb7e015e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/0eda3c5d-82c3-44cb-97ae-c1d3fb7e015e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f4a9964e-6e9c-4bb2-b289-001fd18aacc8
18-Oct-2022,Required,Hair Razor's by Sylvie - Personal Services,90974,location.href = '/Portal/Inspection/Details/855d9648-fd8f-44be-bca5-f303afe55cc6' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/855d9648-fd8f-44be-bca5-f303afe55cc6,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f4a9964e-6e9c-4bb2-b289-001fd18aacc8
24-Apr-2024,Required,Hairstylists Kat Gibbs & Anna-Lee Wessel - Personal Services,167760,location.href = '/Portal/Inspection/Details/9d4d469f-7bcf-492a-b270-fbf7c2647225' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/9d4d469f-7bcf-492a-b270-fbf7c2647225,http://disclosure.algomapublichealth.com/Portal/Facility/Details/12180c7c-413d-4f4a-963a-1575666d8d42
20-Apr-2023,Required,Hairstylists Kat Gibbs & Anna-Lee Wessel - Personal Services,113327,location.href = '/Portal/Inspection/Details/e4a364d1-bb04-4328-9917-6c2b255df240' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/e4a364d1-bb04-4328-9917-6c2b255df240,http://disclosure.algomapublichealth.com/Portal/Facility/Details/12180c7c-413d-4f4a-963a-1575666d8d42
26-Jan-2024,Required,Hammerhead Tattoo Parlor - Personal Services,160705,location.href = '/Portal/Inspection/Details/92a71470-52de-4e42-af66-971c92e9b7fe' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/92a71470-52de-4e42-af66-971c92e9b7fe,http://disclosure.algomapublichealth.com/Portal/Facility/Details/061796e6-d4da-40a2-8100-e394850106cb
25-Oct-2023,Required,Hammerhead Tattoo Parlor - Personal Services,149752,location.href = '/Portal/Inspection/Details/85b758b9-02b5-432c-9487-8319fded660a' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/85b758b9-02b5-432c-9487-8319fded660a,http://disclosure.algomapublichealth.com/Portal/Facility/Details/061796e6-d4da-40a2-8100-e394850106cb
16-Oct-2023,Required,Hand in Hand Daycare - Child Care Centre,147225,location.href = '/Portal/Inspection/Details/346d5c12-d437-467d-8101-0fc22eefb8d8' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/346d5c12-d437-467d-8101-0fc22eefb8d8,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7c34af72-cbc1-46d7-8cbb-ddd5e9a16b70
11-Apr-2023,Required,Hand in Hand Daycare - Child Care Centre,110972,location.href = '/Portal/Inspection/Details/407d0173-e558-40df-8a3e-b966e4acd4f2' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/407d0173-e558-40df-8a3e-b966e4acd4f2,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7c34af72-cbc1-46d7-8cbb-ddd5e9a16b70
03-Oct-2022,Required,Hand in Hand Daycare - Child Care Centre,89298,location.href = '/Portal/Inspection/Details/d19b8069-04e7-42b7-ac72-8300d1e77010' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/d19b8069-04e7-42b7-ac72-8300d1e77010,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7c34af72-cbc1-46d7-8cbb-ddd5e9a16b70
11-Oct-2023,Required,Harten's Barbershop - Personal Services,145770,location.href = '/Portal/Inspection/Details/16d2c310-7e51-4796-a773-ad61cdc5c992' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/16d2c310-7e51-4796-a773-ad61cdc5c992,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2bd8d95a-b419-490b-bd91-af9a04090571
12-Oct-2022,Required,Harten's Barbershop - Personal Services,90165,location.href = '/Portal/Inspection/Details/f4baa95b-879e-438d-8593-0ae3b41061ea' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/f4baa95b-879e-438d-8593-0ae3b41061ea,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2bd8d95a-b419-490b-bd91-af9a04090571
20-Feb-2024,Required,Head to Toe Salon & Spa - Personal Services,162375,location.href = '/Portal/Inspection/Details/795e7a90-bf30-474a-8c29-0073352b0d1f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/795e7a90-bf30-474a-8c29-0073352b0d1f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/31b1c632-002d-4eb1-ad96-bd457d594f01
29-Dec-2022,Required,Head to Toe Salon & Spa - Personal Services,96819,location.href = '/Portal/Inspection/Details/fd40df17-f492-4457-8a00-452bb23396b9' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/fd40df17-f492-4457-8a00-452bb23396b9,http://disclosure.algomapublichealth.com/Portal/Facility/Details/31b1c632-002d-4eb1-ad96-bd457d594f01
25-Apr-2024,Required,Healing Holistics - Personal Services,167931,location.href = '/Portal/Inspection/Details/52aedd48-5cef-4a22-9ad7-0b5f8aba99e2' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/52aedd48-5cef-4a22-9ad7-0b5f8aba99e2,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4e5d6a27-4bbb-4152-bb5e-3710c8eadbde
31-Mar-2023,Required,Healing Holistics - Personal Services,108848,location.href = '/Portal/Inspection/Details/84a0c94c-b444-4b56-b5a3-31acf5043865' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/84a0c94c-b444-4b56-b5a3-31acf5043865,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4e5d6a27-4bbb-4152-bb5e-3710c8eadbde
25-Apr-2023,Required,Hidden Beauty Salon - Personal Services,114336,location.href = '/Portal/Inspection/Details/d2aae180-a1d0-49ea-8464-3efd109e02ff' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/d2aae180-a1d0-49ea-8464-3efd109e02ff,http://disclosure.algomapublichealth.com/Portal/Facility/Details/091f0c49-319d-4d0f-868a-b1b83e2ed59a
07-Jun-2022,Required,Holistic Healing Algoma - Personal Services,84699,location.href = '/Portal/Inspection/Details/dcf0821b-bf58-45c0-a13d-fad3f223b083' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/dcf0821b-bf58-45c0-a13d-fad3f223b083,http://disclosure.algomapublichealth.com/Portal/Facility/Details/89a434d6-f3bf-4359-b720-4201fbd74ed7
24-Apr-2023,Required,Hollywood - Personal Services,114151,location.href = '/Portal/Inspection/Details/8a49773f-5a90-4e3a-9a93-d51bf8ee3809' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/8a49773f-5a90-4e3a-9a93-d51bf8ee3809,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7d37ccec-a971-43c9-9d50-20778e9d2d69
07-Jul-2022,Required,Hollywood - Personal Services,87094,location.href = '/Portal/Inspection/Details/e7509de7-558f-4495-9da7-6809921f9eae' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/e7509de7-558f-4495-9da7-6809921f9eae,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7d37ccec-a971-43c9-9d50-20778e9d2d69
15-Mar-2024,Follow-up,Hollywood Hair Salon - Personal Services,164558,location.href = '/Portal/Inspection/Details/ab0b702c-e606-48c7-8088-c1b616099b02' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/ab0b702c-e606-48c7-8088-c1b616099b02,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ea4bbd48-556f-410c-a42c-8ee8b7c37bb9
11-Mar-2024,Required,Hollywood Hair Salon - Personal Services,163823,location.href = '/Portal/Inspection/Details/4c3ed551-6688-4897-8455-67bb630df286' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/4c3ed551-6688-4897-8455-67bb630df286,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ea4bbd48-556f-410c-a42c-8ee8b7c37bb9
12-Oct-2022,Required,Hollywood Hair Salon - Personal Services,90164,location.href = '/Portal/Inspection/Details/a5d47b80-481f-4760-b5c6-308dc345a0f6' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a5d47b80-481f-4760-b5c6-308dc345a0f6,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ea4bbd48-556f-410c-a42c-8ee8b7c37bb9
03-Apr-2024,Follow-up,Hot Nails - Personal Services,165818,location.href = '/Portal/Inspection/Details/4e75e705-958f-48d5-a123-a37019f60390' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/4e75e705-958f-48d5-a123-a37019f60390,http://disclosure.algomapublichealth.com/Portal/Facility/Details/be0b9294-e60b-45b4-b446-f170418635bf
02-Apr-2024,Complaint,Hot Nails - Personal Services,165781,location.href = '/Portal/Inspection/Details/f8890e65-19e0-4f61-88fb-fa16f982e148' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/f8890e65-19e0-4f61-88fb-fa16f982e148,http://disclosure.algomapublichealth.com/Portal/Facility/Details/be0b9294-e60b-45b4-b446-f170418635bf
30-Nov-2023,Required,Hot Nails - Personal Services,157384,location.href = '/Portal/Inspection/Details/a2f15392-92bd-4db1-a7f4-a22a4840568f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a2f15392-92bd-4db1-a7f4-a22a4840568f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/be0b9294-e60b-45b4-b446-f170418635bf
14-Dec-2022,Required,Hot Nails - Personal Services,96104,location.href = '/Portal/Inspection/Details/61e8888c-3f37-4583-99e2-312cd0e2a612' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/61e8888c-3f37-4583-99e2-312cd0e2a612,http://disclosure.algomapublichealth.com/Portal/Facility/Details/be0b9294-e60b-45b4-b446-f170418635bf
11-Mar-2024,Follow-up,HS McLellan Preschool - Child Care Centre,163796,location.href = '/Portal/Inspection/Details/86034b57-cd13-44a7-a670-52a12e280ac9' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/86034b57-cd13-44a7-a670-52a12e280ac9,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1b8dad69-2c16-4797-88d3-0bd0efc6a03d
07-Mar-2024,Required,HS McLellan Preschool - Child Care Centre,163684,location.href = '/Portal/Inspection/Details/b92c5d14-a268-4b38-976a-e57f4465c511' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/b92c5d14-a268-4b38-976a-e57f4465c511,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1b8dad69-2c16-4797-88d3-0bd0efc6a03d
10-Aug-2023,Required,HS McLellan Preschool - Child Care Centre,134614,location.href = '/Portal/Inspection/Details/251e58e6-3551-4f5c-b1a1-f1e6ce407e85' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/251e58e6-3551-4f5c-b1a1-f1e6ce407e85,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1b8dad69-2c16-4797-88d3-0bd0efc6a03d
14-Mar-2023,Required,HS McLellan Preschool - Child Care Centre,106419,location.href = '/Portal/Inspection/Details/6ef9f9c4-343e-4e4d-bf78-dae1160e54ad' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/6ef9f9c4-343e-4e4d-bf78-dae1160e54ad,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1b8dad69-2c16-4797-88d3-0bd0efc6a03d
20-Oct-2022,Required,HS McLellan Preschool - Child Care Centre,91273,location.href = '/Portal/Inspection/Details/71bb8e28-f5cb-46b7-b1ac-34b392de9746' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/71bb8e28-f5cb-46b7-b1ac-34b392de9746,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1b8dad69-2c16-4797-88d3-0bd0efc6a03d
10-Jul-2023,Required,HYK Hair Studio - Personal Services,131620,location.href = '/Portal/Inspection/Details/00144a1a-1ce3-4f52-b06d-6271eabea26a' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/00144a1a-1ce3-4f52-b06d-6271eabea26a,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b3790219-d3d0-45cb-aae9-2aecc4880db6
22-Jun-2023,Required,Identity Salon - Personal Services,128457,location.href = '/Portal/Inspection/Details/1cf05aeb-880b-433d-8a51-3caa5adf913b' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/1cf05aeb-880b-433d-8a51-3caa5adf913b,http://disclosure.algomapublichealth.com/Portal/Facility/Details/dd7acbdc-07fa-491f-a01e-d3eff6060582
17-May-2023,Required,Irene's Clinic of Electrolysis and Waxing - Personal Services,121616,location.href = '/Portal/Inspection/Details/84577a7d-5756-4f1f-8081-97595a832fda' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/84577a7d-5756-4f1f-8081-97595a832fda,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2bd7652a-125b-451d-bb9a-662ed903b2ac
08-May-2023,Required,Island Aesthetics with In Spa Style - Personal Services,117671,location.href = '/Portal/Inspection/Details/3d99a279-390b-4270-a4e5-8d38e578c21e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3d99a279-390b-4270-a4e5-8d38e578c21e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/37b04fe5-8e0b-44cc-a9b8-1612b967144e
10-Apr-2024,Required,Island Oasis - Personal Services,166963,location.href = '/Portal/Inspection/Details/fb62914e-603b-4848-aa3c-1497f0d45501' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/fb62914e-603b-4848-aa3c-1497f0d45501,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0427bf78-22ac-449d-99ea-a78c0e8374a6
24-Mar-2023,Required,Island Oasis - Personal Services,107864,location.href = '/Portal/Inspection/Details/cd5078ff-744e-4218-affa-79a2f3e11490' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/cd5078ff-744e-4218-affa-79a2f3e11490,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0427bf78-22ac-449d-99ea-a78c0e8374a6
02-May-2023,Required,Jasmine Tennant Hairstylist - Personal Services,115889,location.href = '/Portal/Inspection/Details/99a1e8cb-ca17-4c91-be1a-7bc95f9025b8' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/99a1e8cb-ca17-4c91-be1a-7bc95f9025b8,http://disclosure.algomapublichealth.com/Portal/Facility/Details/bd1532dd-0db8-47b8-a43c-e0d3c2a90bc7
18-Oct-2023,Required,Jax & Hail Sugaring Parlour - Personal Services,147739,location.href = '/Portal/Inspection/Details/81292714-9dde-4321-bf64-0df87da64a4a' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/81292714-9dde-4321-bf64-0df87da64a4a,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e6c043b9-81c7-4596-bc21-f9b2cfd673cc
13-Oct-2022,Required,Jax & Hail Sugaring Parlour - Personal Services,90191,location.href = '/Portal/Inspection/Details/39ac1372-81fc-4d06-b0ee-7b16739c0581' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/39ac1372-81fc-4d06-b0ee-7b16739c0581,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e6c043b9-81c7-4596-bc21-f9b2cfd673cc
08-May-2023,Required,Jennaraetion of Hair - Personal Services,117812,location.href = '/Portal/Inspection/Details/66f688b1-2d42-46c0-9208-85e738df8a8b' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/66f688b1-2d42-46c0-9208-85e738df8a8b,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0547f502-8098-4e6e-a633-a41dcfc93b66
04-Jul-2022,Required,Jennaraetion of Hair - Personal Services,86931,location.href = '/Portal/Inspection/Details/3619d627-78ee-4870-a18f-2553bf144363' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3619d627-78ee-4870-a18f-2553bf144363,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0547f502-8098-4e6e-a633-a41dcfc93b66
22-Feb-2024,Required,Jessica Freamon Hairstyling - Personal Services,162555,location.href = '/Portal/Inspection/Details/0547a76e-96d3-4176-a92e-f353dfd976fc' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/0547a76e-96d3-4176-a92e-f353dfd976fc,http://disclosure.algomapublichealth.com/Portal/Facility/Details/593663a1-7945-487a-bec4-b6316b78b2ab
10-Feb-2023,Required,Jessica Freamon Hairstyling - Personal Services,101898,location.href = '/Portal/Inspection/Details/dccde4e7-0d18-4ee5-8258-c451429ab4b6' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/dccde4e7-0d18-4ee5-8258-c451429ab4b6,http://disclosure.algomapublichealth.com/Portal/Facility/Details/593663a1-7945-487a-bec4-b6316b78b2ab
24-Apr-2023,Required,John Nails - Personal Services,114152,location.href = '/Portal/Inspection/Details/74fbd517-4a1f-4fac-9652-67f69e84254d' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/74fbd517-4a1f-4fac-9652-67f69e84254d,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3bede417-0d51-4bb8-840d-879a587b544b
02-Dec-2022,Required,John Nails - Personal Services,95016,location.href = '/Portal/Inspection/Details/ce87fd72-3d6d-4283-8b63-4b08553a18d0' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/ce87fd72-3d6d-4283-8b63-4b08553a18d0,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3bede417-0d51-4bb8-840d-879a587b544b
01-Aug-2023,Required,June & Friends - Personal Services,134052,location.href = '/Portal/Inspection/Details/220daa8d-cd18-455f-9932-286bc9c637f5' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/220daa8d-cd18-455f-9932-286bc9c637f5,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4bbba3f0-fb83-4946-8fb8-2671266f3e6f
12-Oct-2022,Required,June & Friends - Personal Services,90166,location.href = '/Portal/Inspection/Details/d5cb49c5-7682-4c03-a5fd-b1c4eeefd280' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/d5cb49c5-7682-4c03-a5fd-b1c4eeefd280,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4bbba3f0-fb83-4946-8fb8-2671266f3e6f
16-Jan-2024,Required,Just Hair - Personal Services,159413,location.href = '/Portal/Inspection/Details/30cfb126-b2af-43e6-a347-def1e5682f6f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/30cfb126-b2af-43e6-a347-def1e5682f6f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b844133b-c58b-4ffd-8e7e-cb61230f967d
05-Dec-2022,Required,Just Hair - Personal Services,95474,location.href = '/Portal/Inspection/Details/f2d5cb7d-49f0-465a-8a5b-fc4752b6cc66' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/f2d5cb7d-49f0-465a-8a5b-fc4752b6cc66,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b844133b-c58b-4ffd-8e7e-cb61230f967d
12-Feb-2024,Required,Karma Hair Salon - Personal Services,161945,location.href = '/Portal/Inspection/Details/3e2f90e6-61e6-426b-a24b-9cd1487a718a' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3e2f90e6-61e6-426b-a24b-9cd1487a718a,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c9d88dfe-b8ba-4503-84c6-5309140f2825
14-Dec-2022,Required,Karma Hair Salon - Personal Services,96086,location.href = '/Portal/Inspection/Details/9aceed33-0e83-4fd7-a0dc-79f3c6ee8ab6' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/9aceed33-0e83-4fd7-a0dc-79f3c6ee8ab6,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c9d88dfe-b8ba-4503-84c6-5309140f2825
06-Dec-2023,Required,Kelly's Professional Family Hair Care - Personal Services,157844,location.href = '/Portal/Inspection/Details/030f4d09-0ffc-4b2a-a25c-618d47da9cfb' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/030f4d09-0ffc-4b2a-a25c-618d47da9cfb,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4558217c-c56e-46f6-924f-56f2f42bf075
14-Dec-2022,Required,Kelly's Professional Family Hair Care - Personal Services,96103,location.href = '/Portal/Inspection/Details/53372a42-6a52-4e0e-bf97-34f1e10df514' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/53372a42-6a52-4e0e-bf97-34f1e10df514,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4558217c-c56e-46f6-924f-56f2f42bf075
13-Feb-2023,Required,Kim Nails - Personal Services,101965,location.href = '/Portal/Inspection/Details/38475727-fbb3-4c89-aa21-0f8a5bb05926' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/38475727-fbb3-4c89-aa21-0f8a5bb05926,http://disclosure.algomapublichealth.com/Portal/Facility/Details/fb192490-b2c3-40e2-8ef7-ea9e7e987591
11-Jul-2023,Required,Kim's Salon - Personal Services,131844,location.href = '/Portal/Inspection/Details/b3426cda-e3f3-4537-b226-5f8a13aac229' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/b3426cda-e3f3-4537-b226-5f8a13aac229,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ed79d4ab-ac38-4976-aaec-8485771987f0
02-Mar-2023,Required,Kountry Kuts - Personal Services,104219,location.href = '/Portal/Inspection/Details/a3344a5d-6b31-4cbd-b162-08a2f28aa078' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a3344a5d-6b31-4cbd-b162-08a2f28aa078,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a48cce26-599a-4a28-9a0b-4f6a55aad313
08-Nov-2023,Required,L & R Salon + Lashes - Personal Services,153359,location.href = '/Portal/Inspection/Details/cf6fb245-3fe8-49a1-a119-c1c46090e698' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/cf6fb245-3fe8-49a1-a119-c1c46090e698,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2b1ed5b7-4d75-4f22-941d-eba4a8ef3a83
