Facility Name,Site Address,Last Inspection Date,Facility Type,url_entity_partial,category,Community,Program Area,Closed Date,Reason,Reopen Date,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
YMCA Small Pool - Indoor Pool,235 McNabb St  Sault Ste. Marie ON P6B 1Y3,07-Mar-2024,,location.href = '/Portal/Facility/Details/abe1f0c3-2fa8-4089-8902-5d91a996a9fd' ,pools_spas,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/abe1f0c3-2fa8-4089-8902-5d91a996a9fd
YMCA Women's Spa - Indoor Pool,235 McNabb Street  Sault Ste. Marie ON P6B 1Y3,07-Mar-2024,,location.href = '/Portal/Facility/Details/dac3ffc1-ba0c-44bd-a717-aca35f2da396' ,pools_spas,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/dac3ffc1-ba0c-44bd-a717-aca35f2da396
17E Trading Post SDWS - Public Washroom,6999 Highway 17 E  Desbarats ON P0R 1E0,,,location.href = '/Portal/Facility/Details/479b4b8f-8943-4784-96b5-07929ff51b8a' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/479b4b8f-8943-4784-96b5-07929ff51b8a
Agawa Crafts SDWS - Regulation 319,"12502 Highway 17 N  Batchawana Bay, ON P0S 1A0",23-Aug-2021,,location.href = '/Portal/Facility/Details/4727091b-9d5a-4747-bb62-be2fc7c486c1' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4727091b-9d5a-4747-bb62-be2fc7c486c1
Agawa Fish and Chips SDWS - Regulation 319,10212 Hwy 17N  Batchawana Bay ON P0S 1A0,,,location.href = '/Portal/Facility/Details/87ac3980-d4c7-4da0-a657-038ed96b437b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/87ac3980-d4c7-4da0-a657-038ed96b437b
Agich's Kaby Kabins SDWS - Lodging,Kabinakagami Lake  Lizar Twp. ON,22-Jul-2021,,location.href = '/Portal/Facility/Details/937a75af-e565-46f1-92f6-3068d1cd34e3' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/937a75af-e565-46f1-92f6-3068d1cd34e3
Airdale Fishing and Hunting - Cabins SDWS - Lodging,1 Whitefish Lake  Road Wawa ON P0S 1K0,22-Jun-2021,,location.href = '/Portal/Facility/Details/73acebc8-9d36-4b1e-b1ed-0e78422d6a2d' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/73acebc8-9d36-4b1e-b1ed-0e78422d6a2d
Airdale Hunting and Fishing - Lodge SDWS - Lodging,1 Whitefish Lake Road  Wawa ON P0S 1K0,22-Jun-2021,,location.href = '/Portal/Facility/Details/c268d40b-7f34-4374-8536-9e1d737e9c63' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c268d40b-7f34-4374-8536-9e1d737e9c63
Algoma Car Care SDWS - Public Washroom,4683 Highway 17  Spragge ON P0R 1K0,13-Sep-2022,,location.href = '/Portal/Facility/Details/f86864eb-58a1-48ec-8be9-334f3c5782f3' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f86864eb-58a1-48ec-8be9-334f3c5782f3
Algoma Rod & Gun Club Inc. SDWS - Service Club,226 Connor Rd  Sault Ste. Marie ON P6A 6J8,21-Dec-2022,,location.href = '/Portal/Facility/Details/89947875-b404-4d40-ade1-39d9da9e7580' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/89947875-b404-4d40-ade1-39d9da9e7580
AlgomaTrad SDWS - Recreational Camp,1249 F&G Line Road  Richards Landing ON P0R 1J0,09-Aug-2023,,location.href = '/Portal/Facility/Details/18b5831d-3cdb-4d4b-bf7d-cfee035a3317' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/18b5831d-3cdb-4d4b-bf7d-cfee035a3317
Aubrey Falls Trading Post Cabins SDWS - Lodging,9538G Highway  129 Thessalon ON P0R 1L0,04-Oct-2023,,location.href = '/Portal/Facility/Details/2cb91949-7e55-4e5c-9083-4476183394cc' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2cb91949-7e55-4e5c-9083-4476183394cc
Aubrey Falls Trading Post Restaurant and Motel SDWS - Lodging,9538 Highway 129  Villeneuve Township ON P0R1L0,04-Oct-2023,,location.href = '/Portal/Facility/Details/22288804-f501-4f97-9a83-3ca7843b053c' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/22288804-f501-4f97-9a83-3ca7843b053c
Bass Lake Resort SDWS - Lodging,RR#1 Aberdeen twp  Aberdeen Township ON P0R 1C0,,,location.href = '/Portal/Facility/Details/36c4f6f1-e0bf-4532-84d3-bb6e8bb18cf7' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/36c4f6f1-e0bf-4532-84d3-bb6e8bb18cf7
Batchawana Tourist Centre SDWS - Public Washroom,10699 Highway 17 N  Batchawana Bay ON P0S 1A0,07-Dec-2023,,location.href = '/Portal/Facility/Details/a1db84b2-9c53-4324-bac5-edaf1abe6264' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a1db84b2-9c53-4324-bac5-edaf1abe6264
Bellevue Valley B&B SDWS - Lodging,326 Kirby Rd  Goulais River ON P0S 1E0,24-Oct-2023,,location.href = '/Portal/Facility/Details/49caa81f-2f35-40e8-8286-a22e87ce4296' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/49caa81f-2f35-40e8-8286-a22e87ce4296
Best Northern Restaurant SDWS - Food Service,150 Hwy 17 S  Wawa ON P0S 1K0,21-Sep-2022,,location.href = '/Portal/Facility/Details/f453f470-19e5-44eb-a77c-edc65acce580' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f453f470-19e5-44eb-a77c-edc65acce580
Bet-Cha-Wana-Stay SDWS - Lodging,13956 Highway 17 N  Batchawana ON P0S 1A0,09-Jan-2024,,location.href = '/Portal/Facility/Details/329c2abc-3b50-4122-bae7-a1418450c009' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/329c2abc-3b50-4122-bae7-a1418450c009
Bible Fellowship Assembly SDWS - Regulation 319,756 Landslide Rd  Sault Ste. Marie ON P6A 6J8,05-Jun-2023,,location.href = '/Portal/Facility/Details/ab914159-9276-4105-907a-d90ec5af8c5f' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ab914159-9276-4105-907a-d90ec5af8c5f
Big Basswood Lake Resort SDWS - Campground,297 Big Basswood Lake Camp Rd  Thessalon ON P0R 1L0,18-Jul-2022,,location.href = '/Portal/Facility/Details/01dec0e8-7c9e-45d6-82ee-ff83575615b1' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/01dec0e8-7c9e-45d6-82ee-ff83575615b1
Birch Lake Resort SDWS - Lodging,99 Basswood Lake Rd  Thessalon ON P0R 1L0,07-Jun-2023,,location.href = '/Portal/Facility/Details/64ff26b5-64a2-47f4-89a2-de6d389dbb1c' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/64ff26b5-64a2-47f4-89a2-de6d389dbb1c
Birchland Cottages SDWS - Lodging,19 Birchland Camp Rd  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/79cbce17-e1a7-403b-af30-5c8c5952c25a' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/79cbce17-e1a7-403b-af30-5c8c5952c25a
Black Creek Outfitters SDWS - Lodging,9538F Hwy 129  Thessalon ON P0R 1L0,,,location.href = '/Portal/Facility/Details/b77a0e7f-8b18-4c41-ac8c-f96f41d93a2f' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b77a0e7f-8b18-4c41-ac8c-f96f41d93a2f
Blue Fox Camp & Outpost SDWS - Lodging,Kirkpatrick Lake  ON,05-Nov-2019,,location.href = '/Portal/Facility/Details/95706daa-ce90-49e6-a816-910ea72681d0' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/95706daa-ce90-49e6-a816-910ea72681d0
Blueberry Hill Motel and Campground SDWS - Campground,D-2528 D Highway 17 N  Goulais River ON P0S 1E0,17-Aug-2022,,location.href = '/Portal/Facility/Details/c72d3938-0838-4b98-97c5-77798b545342' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c72d3938-0838-4b98-97c5-77798b545342
Boots and Saddles Roadhouse SDWS - Food Service,2667 Second Line W  Sault Ste. Marie ON,29-Sep-2021,,location.href = '/Portal/Facility/Details/f248f64b-3537-416a-ac72-45b8bd4608c2' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f248f64b-3537-416a-ac72-45b8bd4608c2
Brennan Harbour Resort SDWS - Lodging,308 Brennan Harbour Rd  Spanish ON P0P 2A0,08-May-2023,,location.href = '/Portal/Facility/Details/97adceed-f43b-496e-a955-fb533ebb2beb' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/97adceed-f43b-496e-a955-fb533ebb2beb
Brennan Harbour Trailer Park SDWS - Lodging,308 Brennan Harbour Rd  Spanish ON P0P 2A0,20-Sep-2022,,location.href = '/Portal/Facility/Details/bdd9a431-5612-4095-9344-c7e80a8e2b43' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/bdd9a431-5612-4095-9344-c7e80a8e2b43
Brownlee Lake Park - East Campground SDWS - Campground,136 Brownlee Lake Rd  Thessalon ON P0R 1L0,31-Aug-2021,,location.href = '/Portal/Facility/Details/794387f4-132c-4db9-bda5-407779d30901' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/794387f4-132c-4db9-bda5-407779d30901
Brownlee Lake Park - Restaurant SDWS - Campground,136 Brownlee Lake Rd  Thessalon ON P0R 1L0,31-Aug-2021,,location.href = '/Portal/Facility/Details/41882258-46e4-4810-81fd-6100846bb97d' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/41882258-46e4-4810-81fd-6100846bb97d
Brownlee Lake Park - West Campground SDWS - Campground,136 Brownlee Lake Rd  Thessalon ON P0R 1L0,31-Aug-2021,,location.href = '/Portal/Facility/Details/f39ca7b5-bd33-41b4-afff-8695a3940ebd' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f39ca7b5-bd33-41b4-afff-8695a3940ebd
Brownlee's Housekeeping Cabins SDWS - Lodging,2787 Gawas Bay Rd  Richard's Landing ON P0R 1J0,22-Oct-2020,,location.href = '/Portal/Facility/Details/96031e14-73ae-4491-bd61-ac41f87c1e4c' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/96031e14-73ae-4491-bd61-ac41f87c1e4c
Bruce Bay Cottages and Lighthouse Resort - Cottage SDWS - Lodging,82 French Island Rd  Bruce Mines ON P0R 1C0,11-Sep-2019,,location.href = '/Portal/Facility/Details/60be2283-e875-4cd7-9a53-fb007f7ca8e2' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/60be2283-e875-4cd7-9a53-fb007f7ca8e2
Bruce Bay Cottages and Lighthouse Resort - Lighthouse SDWS - Lodging,82 French Island Road  Bruce Mines ON P0R1C0,,,location.href = '/Portal/Facility/Details/59906b04-4d2c-4e24-aecd-e2aa332a334d' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/59906b04-4d2c-4e24-aecd-e2aa332a334d
Brunswick Lake Lodge SDWS - Lodging,Brunswick Lake  Cromlech Township ON P0L 1C0,31-Aug-2022,,location.href = '/Portal/Facility/Details/f7ca4870-5519-4051-aed6-647d5fc22806' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f7ca4870-5519-4051-aed6-647d5fc22806
Bull Lake Outfitters SDWS - Lodging,P.O. Box 28  Massey ON P0P 1P0,20-Sep-2023,,location.href = '/Portal/Facility/Details/d25fa613-6aba-4393-a34e-a60e16597736' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d25fa613-6aba-4393-a34e-a60e16597736
Busy Beaver Campground SDWS - Campground,2233 Hilton Rd  Hilton Beach ON P0R 1G0,08-Oct-2020,,location.href = '/Portal/Facility/Details/5f78bbc2-2a44-4bdc-88af-03f1be9963f2' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5f78bbc2-2a44-4bdc-88af-03f1be9963f2
Cameron Lake Fishing Lodges Inc. SDWS - Regulation 319,Cameron Lake  Hearst ON P0L 1N0,25-Aug-2021,,location.href = '/Portal/Facility/Details/d42073b0-b40e-409e-b508-59d8f653f407' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d42073b0-b40e-409e-b508-59d8f653f407
Camp Anjigami SDWS - Lodging,Anjigami Rd  Wawa ON P0S 1K0,04-Aug-2020,,location.href = '/Portal/Facility/Details/5cdadaaf-12d9-4b00-964d-76068936cc01' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5cdadaaf-12d9-4b00-964d-76068936cc01
Camp Lochalsh SDWS - Lodging,Wabatonguishi Lake  Wawa ON P0S 1K0,31-Aug-2022,,location.href = '/Portal/Facility/Details/9b35b81a-80c4-46b0-8b92-d76188a5f49f' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9b35b81a-80c4-46b0-8b92-d76188a5f49f
Camp Missanabie/Northern Walleye Lodge SDWS - Lodging,Dog Lake  Missanabie ON P0M 2H0,30-Aug-2021,,location.href = '/Portal/Facility/Details/18f7b55d-22e6-4c6a-8229-1d36cfab99b1' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/18f7b55d-22e6-4c6a-8229-1d36cfab99b1
Camp Thompson SDWS - Lodging,127-South Bay Rd  Elliot Lake ON P5A 2S9,,,location.href = '/Portal/Facility/Details/675a41e0-2481-4bef-b33c-25ec3782c46f' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/675a41e0-2481-4bef-b33c-25ec3782c46f
Canco One Stop 725 Iron Bridge SDWS - Food Service,22263 Hwy 17  Iron Bridge ON P0R,02-May-2023,,location.href = '/Portal/Facility/Details/33a81c7b-6400-4f58-8002-edcd75798abc' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/33a81c7b-6400-4f58-8002-edcd75798abc
Captain Tilley Park Goulais Area Recreation Inc. SDWS - Recreation Facility,592 Highway 552 Hwy W  Goulais River ON P0S 1E0,20-Jun-2023,,location.href = '/Portal/Facility/Details/31781e96-451b-410d-b969-c324aca0470b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/31781e96-451b-410d-b969-c324aca0470b
Caribou Log Cabin Resort SDWS - Lodging,239 Carter Side Road  Desbarats ON P0R1E0,28-May-2019,,location.href = '/Portal/Facility/Details/d0f30592-5b39-4c3a-a277-1f0c2a5b45ee' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d0f30592-5b39-4c3a-a277-1f0c2a5b45ee
Carpenter Lake Cabins SDWS - Lodging,Carpenter Lake Road  Kane Township ON,,,location.href = '/Portal/Facility/Details/a31cb814-6eaf-4c50-be9d-f554d7ae6c9d' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a31cb814-6eaf-4c50-be9d-f554d7ae6c9d
Catfish Lakefront Cabins and Campground SDWS - Campground,1467 Hwy 17 N  Wawa ON P0S 1K0,07-Jul-2021,,location.href = '/Portal/Facility/Details/b50e30e0-c22c-4cd6-b877-bd0739bc68d4' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b50e30e0-c22c-4cd6-b877-bd0739bc68d4
Chicken Shack Motel SDWS - Lodging,12460 Highway 17 N  Batchawana ON P0S 1A0,11-Aug-2022,,location.href = '/Portal/Facility/Details/01d88ff7-364b-4911-82a4-e2a2118d9d29' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/01d88ff7-364b-4911-82a4-e2a2118d9d29
Chippewa River Restaurant & Store SDWS - Regulation 319,8607 Hwy 17 N  Batchewana ON P0S 1A0,17-Aug-2022,,location.href = '/Portal/Facility/Details/b3f35991-827c-4189-9926-7dfb73dbf013' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b3f35991-827c-4189-9926-7dfb73dbf013
Christ Church SDWS - Religious Institution,585 Allan Side Rd  Sault Ste. Marie ON P6A 6K4,04-Dec-2019,,location.href = '/Portal/Facility/Details/98276af7-8e9c-4000-afd9-effa886628db' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/98276af7-8e9c-4000-afd9-effa886628db
Cinder Lake Park SDWS - Campground,Cinder Lake Road  Elliot Lake ON P5A 1N9,13-Sep-2022,,location.href = '/Portal/Facility/Details/141928bc-406a-459a-a54b-893abcb952a8' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/141928bc-406a-459a-a54b-893abcb952a8
Clear Lake Camp SDWS 1 - Lodging,21272 Highway 17  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/3be27a67-26b1-42f2-abfb-94716750ecec' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3be27a67-26b1-42f2-abfb-94716750ecec
Clear Lake Camp SDWS 2 - Lodging,21272 Highway 17  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/e38220a3-c309-46e7-bb9f-5b84b99b5251' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e38220a3-c309-46e7-bb9f-5b84b99b5251
Clear Lake Camp SDWS 3 - Lodging,21727 Highway 17  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/41b3ea63-46cc-456a-b670-4af7f7f00510' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/41b3ea63-46cc-456a-b670-4af7f7f00510
Clear Lake Camp SDWS 4 - Lodging,21272 Highway 17  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/4edfed79-78e9-4e6e-8097-0cb0abaed21a' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4edfed79-78e9-4e6e-8097-0cb0abaed21a
Clear Lake Camp SDWS 5 - Lodging,21272 Highway 17  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/a7e09eef-bf4c-4be3-9d1a-c4fef756ffda' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a7e09eef-bf4c-4be3-9d1a-c4fef756ffda
Clear Lake Camp SDWS 6 - Lodging,21272 Highway 17  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/6f20cb48-a105-4757-b0b4-1557b00f0bda' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6f20cb48-a105-4757-b0b4-1557b00f0bda
Community Bible Church SDWS - Religious Institution,260 Highway 563  Batchawana Bay ON P0S 1A0,,,location.href = '/Portal/Facility/Details/59ecb2e0-4fe6-43f6-b443-c8daf6934135' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/59ecb2e0-4fe6-43f6-b443-c8daf6934135
Co-operative Regional Algoma AG Centre SDWS - Public Washroom,3475 Hwy 17B  Echo Bay ON P0S 1C0,03-Jun-2019,,location.href = '/Portal/Facility/Details/cc860445-7219-4290-993d-5ea3d9392ff5' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cc860445-7219-4290-993d-5ea3d9392ff5
Cultura Ferments Inc. SDWS - Service Club,6160 SS#2 Lot 10 Concession 2 Hwy 638  TWSP Of Aberdeen ON P0S 1C0,08-Dec-2022,,location.href = '/Portal/Facility/Details/46d69e46-e475-4459-9755-741af3a52725' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/46d69e46-e475-4459-9755-741af3a52725
Day & Bright Community Centre (Sowerby Hall) SDWS - Food Service,1410 Basswood Lake Road  Sowerby ON P0R 1H0,18-Jul-2022,,location.href = '/Portal/Facility/Details/ed322a51-4c64-4217-953d-0e0d71d1d757' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ed322a51-4c64-4217-953d-0e0d71d1d757
Dehler Campground SDWS - Campground,238 Bay Hwy 129  Thessalon ON P0R 1L0,,,location.href = '/Portal/Facility/Details/646d26ff-ff39-4669-a411-99a00156786c' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/646d26ff-ff39-4669-a411-99a00156786c
Driftwood Valley Chalets SDWS - Lodging,375 Whitman Dam Rd  Searchmont ON P0S 1J0,05-Oct-2023,,location.href = '/Portal/Facility/Details/c47b43c7-88cc-46e6-a78c-0c6c10014a4b' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c47b43c7-88cc-46e6-a78c-0c6c10014a4b
Dunlop Lake Lodge SDWS - Lodging,74 Dunlop Lake Rd  Elliot Lake ON P5A 2J7,,,location.href = '/Portal/Facility/Details/f46e6d08-50be-4b5f-9ff5-44362ceb38c4' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f46e6d08-50be-4b5f-9ff5-44362ceb38c4
Eden Camp Resort SDWS - Lodging,A-1423 Basswood Lake Rd  Thessalon ON P0R 1L0,04-Jul-2019,,location.href = '/Portal/Facility/Details/240f8c43-011d-45e2-aa35-5c4c4d7e0f65' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/240f8c43-011d-45e2-aa35-5c4c4d7e0f65
Elliot Lake Airport Terminal SDWS - Public Washroom,1 Airport Rd  Elliot Lake ON P5A 1X5,20-Sep-2022,,location.href = '/Portal/Facility/Details/a6e724bd-184b-4412-a8a0-257a42cdd098' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a6e724bd-184b-4412-a8a0-257a42cdd098
Ernie's Campground SDWS - Campground,Dog Lake Algoma W Twp 46  Missanabie ON P0M 2H0,30-Aug-2021,,location.href = '/Portal/Facility/Details/642547a9-6109-40f9-973f-4975436076ac' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/642547a9-6109-40f9-973f-4975436076ac
Errington's Wilderness Islands SDWS - Lodging,M 206 ACR-Lake Wabatonguishi  Simpson Twp ON,31-Aug-2022,,location.href = '/Portal/Facility/Details/b10e36ac-ad4e-4e90-ae25-b3f027658780' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b10e36ac-ad4e-4e90-ae25-b3f027658780
Fishing Moose Lodge SDWS - Lodging,Hwy 17 N Alanen Lot 1137  White River ON P0M 3G0,04-Aug-2022,,location.href = '/Portal/Facility/Details/c4bdec27-6a55-4282-840c-db523a6af67d' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c4bdec27-6a55-4282-840c-db523a6af67d
Fort St. Joseph SDWS - Public Washroom,185 Fort Road  Hilton Beach ON P0R 1G0,19-Sep-2019,,location.href = '/Portal/Facility/Details/819bda9d-178f-4379-9dd8-ccdb897314e8' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/819bda9d-178f-4379-9dd8-ccdb897314e8
Fraternal Order of Eagles SDWS - Service Club,20 Trout Lake Rd  Aweres Twp ON P6A 0E4,29-Jun-2021,,location.href = '/Portal/Facility/Details/d8660305-281d-4867-8f44-8317c7d355c1' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d8660305-281d-4867-8f44-8317c7d355c1
Frontier Lodge SDWS - Lodging,Highway 546  Elliot Lake ON P5A 2J7,23-Aug-2023,,location.href = '/Portal/Facility/Details/c9c21acc-702c-4128-bbf4-c09b364ec678' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c9c21acc-702c-4128-bbf4-c09b364ec678
Gilbertson Pancake House SDWS - Food Service,3090 Huron Line  Richard's Landing ON P0R 1J0,12-Sep-2019,,location.href = '/Portal/Facility/Details/d1706430-90a4-4948-a4e5-55cedbc7e3e9' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d1706430-90a4-4948-a4e5-55cedbc7e3e9
Glenview Cottages and Campground SDWS - Campground,2611 Great Northern Rd  Sault Ste. Marie ON P6A 5K7,25-Jul-2023,,location.href = '/Portal/Facility/Details/322e1a16-4360-4339-bda2-9119512c8173' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/322e1a16-4360-4339-bda2-9119512c8173
Gordon Lake Community Hall SDWS - Public Washroom,1800 Gordon Lake Rd  Desbarats ON P0R 1E0,26-Feb-2020,,location.href = '/Portal/Facility/Details/f8ec5dc9-84d4-4bac-8c47-290369e79e33' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f8ec5dc9-84d4-4bac-8c47-290369e79e33
Gospel Fellowship Church SDWS - Religious Institution,5 Highway 546  Iron Bridge ON P0R 1H0,,,location.href = '/Portal/Facility/Details/e61b48a1-24cd-4600-8914-ebb0318c0589' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e61b48a1-24cd-4600-8914-ebb0318c0589
Goulais River United Church SDWS - Religious Institution,510 Highway 552 W  Goulais River ON P0S 1E0,04-Jul-2023,,location.href = '/Portal/Facility/Details/122e6c33-5eb4-4b1e-a4dd-82f3ba338150' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/122e6c33-5eb4-4b1e-a4dd-82f3ba338150
Granary Lake Retreat SDWS - Lodging,2429 Granary Lake Road  Blind River ON P0R 1B0,11-Aug-2021,,location.href = '/Portal/Facility/Details/e1b41880-e6f0-4f73-b821-ea46eb9394d2' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e1b41880-e6f0-4f73-b821-ea46eb9394d2
Grand Falls Camp - Cummings Lake SDWS - Lodging,6650 Highway 129 N  Thessalon ON P0R 1L0,16-Jun-2021,,location.href = '/Portal/Facility/Details/e3604a57-f557-4962-8021-fc87bc28bab8' ,small_drinking_water,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e3604a57-f557-4962-8021-fc87bc28bab8
