Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
Cocktail Fruittela,8-3041 Dougall Ave Windsor ON N9E 1S3,Restaurant (Fast Food),05-Apr-2024,location.href = '/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/74f2c557-bc8c-4430-b4e3-b8636b08285b
Coco Paradise Bar and Restaurant,5 Nelson St Leamington ON N8H 1G6,Restaurant (Full Service),28-Mar-2024,location.href = '/disclosure/Facility/Details/45e67985-8419-4062-b8cf-2ab0a9b3085b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/45e67985-8419-4062-b8cf-2ab0a9b3085b
Coco's Convenience,540 Wyandotte St E Windsor ON N9A 3H9,Convenience/Variety Store,12-Oct-2023,location.href = '/disclosure/Facility/Details/26286b74-bf3c-4325-ac7b-ae1f72a8e4ac' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/26286b74-bf3c-4325-ac7b-ae1f72a8e4ac
Coffee and sweets,410 Highway 77 North Leamington ON N8H 3V6,Cafeteria,02-Feb-2024,location.href = '/disclosure/Facility/Details/08008042-ea6a-49c3-ba8a-378e6dce5fd8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/08008042-ea6a-49c3-ba8a-378e6dce5fd8
Coffyn Piez,Lower-519 Bruce Ave Windsor ON N9A 4X1,Food Depot,07-Mar-2024,location.href = '/disclosure/Facility/Details/70371c5d-2c5b-4e25-a868-b1bdf329f060' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/70371c5d-2c5b-4e25-a868-b1bdf329f060
Colasanti Tropical Garden,1550 3rd Conc E Ruthven ON N0P 2G0,Restaurant (Full Service),21-Feb-2024,location.href = '/disclosure/Facility/Details/e9a355e3-902c-486f-ac47-530704d87d43' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e9a355e3-902c-486f-ac47-530704d87d43
Colchester Bar & Grill,67 County Rd 50 Harrow ON N0R 1G0,Cocktail Bar/Beverage Room,10-Oct-2023,location.href = '/disclosure/Facility/Details/964b978c-4613-459e-a0d9-2eabda72bfa2' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/964b978c-4613-459e-a0d9-2eabda72bfa2
Colio Estate Wines,1 Colio P.O. Box 372 Harrow ON N0R 1G0,Banquet Facility,18-Jan-2024,location.href = '/disclosure/Facility/Details/c3cbfecb-e627-441e-8d77-a810984bdfe8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c3cbfecb-e627-441e-8d77-a810984bdfe8
Colonial Variety,50 King St W Harrow ON N0R 1G0,Convenience/Variety Store,20-Mar-2024,location.href = '/disclosure/Facility/Details/eac5476f-8e41-4c3f-b400-10ad91017f27' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/eac5476f-8e41-4c3f-b400-10ad91017f27
Colourtastic,234 Turner Crst Amherstburg ON N9V 3T3,Bake Shop,23-Nov-2023,location.href = '/disclosure/Facility/Details/c97191c0-2bb0-41b9-a4df-ab34366fdce9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c97191c0-2bb0-41b9-a4df-ab34366fdce9
Columbus Community Hall,190 Richmond St Amherstburg ON N9V 1G4,Banquet Facility,01-Feb-2024,location.href = '/disclosure/Facility/Details/2623de21-fa6b-4e28-82ac-82302edfcfd9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2623de21-fa6b-4e28-82ac-82302edfcfd9
Comber Community Center,7100 Community Centre St Comber ON N0P 1J0,Banquet Facility,07-Dec-2023,location.href = '/disclosure/Facility/Details/2721e9e1-779a-4a3e-92cc-ecd6023064ad' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2721e9e1-779a-4a3e-92cc-ecd6023064ad
Comber Food Market,6303 Main St Comber ON N0P 1J0,Grocery Store/Supermarket,24-Oct-2023,location.href = '/disclosure/Facility/Details/53599a3c-9e3d-4b57-8d92-30e66dd6d80b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/53599a3c-9e3d-4b57-8d92-30e66dd6d80b
Comber Variety,6323 Main St Comber ON N0P 1J0,Convenience/Variety Store,07-Dec-2023,location.href = '/disclosure/Facility/Details/de94b2ce-0588-4b7e-8633-8aef2a6b3833' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/de94b2ce-0588-4b7e-8633-8aef2a6b3833
Comfort Inn & Suites,2330 Huron Church Rd Windsor ON N9E 3S6,Restaurant (Fast Food),01-Feb-2024,location.href = '/disclosure/Facility/Details/4749af5f-e48a-429a-a599-4e9a8c31ce98' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/4749af5f-e48a-429a-a599-4e9a8c31ce98
Community Food Mart,3212 Sandwich St Windsor ON N9C 1A8,Convenience/Variety Store,27-Jul-2023,location.href = '/disclosure/Facility/Details/6f3d3c41-d00c-430b-94fc-4ab8c3c5d8e7' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6f3d3c41-d00c-430b-94fc-4ab8c3c5d8e7
Community Support Centre of Essex County,32 Russell St Essex ON N8M 1G3,Restaurant (Full Service),11-Mar-2024,location.href = '/disclosure/Facility/Details/c9515dc9-badf-468d-913d-138dde5e7827' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c9515dc9-badf-468d-913d-138dde5e7827
Community Support Centre of Essex County-Meals on Wheals Program,4-962 Old Tecumseh Rd Belle River ON N0R 1A0,Community Kitchen,15-Apr-2024,location.href = '/disclosure/Facility/Details/be3f43ed-7f64-4a5a-a3de-616498ea9e89' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/be3f43ed-7f64-4a5a-a3de-616498ea9e89
Como's,1255 Grand Marais Rd W Windsor ON N9E 2L3,Food Take Out,14-Mar-2024,location.href = '/disclosure/Facility/Details/6468a28f-fa13-4f39-9353-95428c9879ab' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6468a28f-fa13-4f39-9353-95428c9879ab
Compass Eurest,447 Advanced Blvd Tecumseh ON N8N 5G8,Cafeteria,01-Mar-2024,location.href = '/disclosure/Facility/Details/d5fb8706-bdb5-45c5-bdf4-b5f946fb3b90' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d5fb8706-bdb5-45c5-bdf4-b5f946fb3b90
Connie's Corner Variety,B-477 Thomas Rd Amherstburg ON N9V 2Y9,Convenience/Variety Store,06-Feb-2024,location.href = '/disclosure/Facility/Details/2aaa4eff-9d64-4d97-820e-10957b443578' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2aaa4eff-9d64-4d97-820e-10957b443578
Cookie Bar,1093 Drouillard Rd Windsor ON N8Y 2P9,Cocktail Bar/Beverage Room,19-Dec-2023,location.href = '/disclosure/Facility/Details/405d7b72-19a6-40b8-b4c8-1622fe01b8d5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/405d7b72-19a6-40b8-b4c8-1622fe01b8d5
Cookie Bar,C-471 Pelissier St Windsor ON N9A 4L2,Bakery,12-Oct-2023,location.href = '/disclosure/Facility/Details/27ebcdd9-c892-4246-982c-889b62b6f0b5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/27ebcdd9-c892-4246-982c-889b62b6f0b5
Cookies & Crumbs,4123 Roseland Dr E Windsor ON N9G 1Y5,Bakery,22-Jun-2023,location.href = '/disclosure/Facility/Details/6cf767c9-d7dc-49b3-8d50-3911a09ca67b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6cf767c9-d7dc-49b3-8d50-3911a09ca67b
Cookies Underground,590 Birmingham Ave LaSalle ON N9J 3M5,Bake Shop,02-Apr-2024,location.href = '/disclosure/Facility/Details/16a40099-2508-4712-a0e0-d1be8ce268c3' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/16a40099-2508-4712-a0e0-d1be8ce268c3
COOK-UP,1 Maiden Lane W Windsor ON N9A 5V9,Restaurant (Fast Food),03-May-2024,location.href = '/disclosure/Facility/Details/6274c4a7-8692-4fb2-a549-0f7a23e137b6' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6274c4a7-8692-4fb2-a549-0f7a23e137b6
COOK-UP - Allergy Eatables,1 Maiden Lane W Windsor ON N9A 5V9,Food Take Out,08-Apr-2024,location.href = '/disclosure/Facility/Details/1ef5f19b-2f87-409d-a07d-37ceb63d7bd6' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1ef5f19b-2f87-409d-a07d-37ceb63d7bd6
COOK-UP - Bearly Vegan,1 Maiden Ln W Windsor ON N9A 5V9,Food Take Out,,location.href = '/disclosure/Facility/Details/1d7f70a9-3c76-4232-b143-70d6e179aa48' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1d7f70a9-3c76-4232-b143-70d6e179aa48
COOK-UP - Delicias By DuoCreativo,1 Maiden Ln W Windsor ON N9A 5V9,Bakery,09-Apr-2024,location.href = '/disclosure/Facility/Details/89f9426e-e2d2-4e94-8972-937999eb469b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/89f9426e-e2d2-4e94-8972-937999eb469b
COOK-UP - Icing Accents,1 Maiden Ln W Windsor ON N9A 5V9,Bakery,08-Apr-2024,location.href = '/disclosure/Facility/Details/ded9cb2f-53f2-42ef-903d-26bcb638fd55' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ded9cb2f-53f2-42ef-903d-26bcb638fd55
COOK-UP - JamWorks Jams,1 Maiden Lane W Windsor ON N9A 5V9,Food Depot,15-Apr-2024,location.href = '/disclosure/Facility/Details/fe3ecb77-ff6c-4e49-b068-97e5bf3a7faa' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fe3ecb77-ff6c-4e49-b068-97e5bf3a7faa
COOK-UP - Kadodias Kitchen,1 Maiden Ln Windsor ON N9A 5V9,Food Take Out,09-Apr-2024,location.href = '/disclosure/Facility/Details/1f994226-1f47-4007-9e01-eefa433f50e5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1f994226-1f47-4007-9e01-eefa433f50e5
COOK-UP - Kulhad Cafe,1 Maiden Ln Wwindsor ON N9A 5V9,Food Take Out,,location.href = '/disclosure/Facility/Details/f1b18019-e5d9-4a9a-a906-93c68256b008' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f1b18019-e5d9-4a9a-a906-93c68256b008
COOK-UP - Let's Eat,1 Maiden Lane W Windsor ON N9A 5V9,Bakery,23-Nov-2023,location.href = '/disclosure/Facility/Details/1df41363-fe3b-4937-85ad-4e18903fd066' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1df41363-fe3b-4937-85ad-4e18903fd066
COOK-UP - Mademoiselle Kannelle,1 Maiden Ln W Windsor ON N9A 5V9,Bakery,,location.href = '/disclosure/Facility/Details/32a8e4e4-954e-4f18-bb8a-007127764552' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/32a8e4e4-954e-4f18-bb8a-007127764552
COOK-UP - Mama's Cookies,1 Maiden Ln W Windsor ON N9A 5V9,Bakery,08-Apr-2024,location.href = '/disclosure/Facility/Details/fc8217e6-4a83-4b7f-b9b3-5005e694cc68' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fc8217e6-4a83-4b7f-b9b3-5005e694cc68
COOK-UP - Mangia Y'All,1 Maiden Lane W Windsor ON N9A 5Z9,Food Take Out,09-Apr-2024,location.href = '/disclosure/Facility/Details/e27a7a70-a948-4155-bd29-2547b0eadf77' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e27a7a70-a948-4155-bd29-2547b0eadf77
COOK-UP - Mind Body and Spirit,1 Maiden Ln W Windsor ON N9A 5V9,Packaging Plant,20-Sep-2023,location.href = '/disclosure/Facility/Details/c7f45716-df74-4c91-be81-ac0432e02393' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c7f45716-df74-4c91-be81-ac0432e02393
COOK-UP - Nature Smile Frozen Treats and Bean Pies,1 Maiden Lane W Windsor ON N9A 5V9,Food Take Out,03-May-2024,location.href = '/disclosure/Facility/Details/79f55e4f-e790-4af6-a9c8-7b3b2136178d' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/79f55e4f-e790-4af6-a9c8-7b3b2136178d
COOK-UP - Ratal,1 Maiden Ln W Windsor ON N9A 5V9,Food Take Out,,location.href = '/disclosure/Facility/Details/59581aa5-b3dd-4a76-b117-4762e93cb1eb' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/59581aa5-b3dd-4a76-b117-4762e93cb1eb
COOK-UP - Zinza Garlic Sauce Company,1 Maiden Lane Windsor ON N9A 5V9,Food Take Out,08-Apr-2024,location.href = '/disclosure/Facility/Details/fffc673c-f7d1-40a7-aea8-7f210ec3aef4' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fffc673c-f7d1-40a7-aea8-7f210ec3aef4
Cool Street Treats,1617 Paul Martin Crt Windsor ON N9E 4N8,Street Food Vending Carts,27-Jun-2023,location.href = '/disclosure/Facility/Details/7243799a-67d7-4856-8563-428162307c65' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7243799a-67d7-4856-8563-428162307c65
Cooleez,4714 Riverside Dr E Windsor ON N8Y 1B5,Refreshment Stand,12-Apr-2024,location.href = '/disclosure/Facility/Details/869dde30-ff31-4cfb-b770-6dac9682b8cf' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/869dde30-ff31-4cfb-b770-6dac9682b8cf
Cooper Court Hotel,561 Broadway St Belle River ON N0R 1A0,Restaurant (Full Service),10-Jan-2024,location.href = '/disclosure/Facility/Details/e8035953-7d48-4da0-9572-beb98038b163' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e8035953-7d48-4da0-9572-beb98038b163
Cooper's Hawk Vineyards,1425 Iler Rd Harrow ON N0R 1G0,Restaurant (Full Service),21-Feb-2024,location.href = '/disclosure/Facility/Details/67af8119-f46b-4579-97b3-13e2e0938b86' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/67af8119-f46b-4579-97b3-13e2e0938b86
Copper Branch,325-13300 Tecumseh Rd E Tecumseh ON N8N 4R8,Food Take Out,10-Jan-2024,location.href = '/disclosure/Facility/Details/8dca52bb-7dd4-4e2a-b96c-1e671ff37435' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/8dca52bb-7dd4-4e2a-b96c-1e671ff37435
Cora's Breakfast,4328 Walker Rd Windsor ON N8W 3T5,Restaurant (Full Service),18-Oct-2023,location.href = '/disclosure/Facility/Details/eb323ef1-1b8b-4173-90f0-f7e027cb6599' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/eb323ef1-1b8b-4173-90f0-f7e027cb6599
Corner Store #18,3689 Sandwich St Windsor ON N9C 1B8,Convenience/Variety Store,14-Nov-2023,location.href = '/disclosure/Facility/Details/212c0648-d3a8-46e4-aa13-ff05272845ec' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/212c0648-d3a8-46e4-aa13-ff05272845ec
Corner Store 12,400 Chippawa Rd Windsor ON N9C 2V8,Convenience/Variety Store,25-Sep-2023,location.href = '/disclosure/Facility/Details/7a34c153-20e1-42df-ab26-5a96250c18ab' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7a34c153-20e1-42df-ab26-5a96250c18ab
Coronation School,5400 Coronation Ave Windsor ON N8T1B1,School Nutrition Program,13-Nov-2023,location.href = '/disclosure/Facility/Details/42a44ed2-eef0-4511-ac43-2d82fecd7618' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/42a44ed2-eef0-4511-ac43-2d82fecd7618
Costco,4411 Walker Rd Windsor ON N9A 6J3,Grocery Store/Supermarket,04-Jan-2024,location.href = '/disclosure/Facility/Details/08142f7c-123c-4a14-a9e4-9b860597cd67' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/08142f7c-123c-4a14-a9e4-9b860597cd67
Cotta Food Bar,3891 Dougall Ave Windsor ON N9G 1X3,Restaurant (Full Service),26-Mar-2024,location.href = '/disclosure/Facility/Details/e3ae74c0-321d-4d58-8ae5-8a3a2fee0f57' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e3ae74c0-321d-4d58-8ae5-8a3a2fee0f57
Cottam Cold Storage Sausage,164 County Road 34 E Cottam ON N0R 1B0,Mobile Food Premises,05-Apr-2023,location.href = '/disclosure/Facility/Details/eb973985-1829-4738-b624-b6dc40767809' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/eb973985-1829-4738-b624-b6dc40767809
Cottam Gas & Variety,100 Cty Rd 34 Cottam ON N0R 1B0,Convenience/Variety Store,14-Feb-2024,location.href = '/disclosure/Facility/Details/0ce0ca3e-3362-4f27-b033-e47a57d3f32c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0ce0ca3e-3362-4f27-b033-e47a57d3f32c
Country Village Health Care,440 Cty Rd 8 Woodslee ON N0R 1V0,Long-Term Care Home,19-Mar-2024,location.href = '/disclosure/Facility/Details/a57146a1-0a34-4621-8571-8a63502ebd07' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a57146a1-0a34-4621-8571-8a63502ebd07
Court Cafe,200 Chatham St E Windsor ON N9A 2W3,Cafeteria,07-Feb-2024,location.href = '/disclosure/Facility/Details/94551b85-589b-4d05-856d-71635860584f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/94551b85-589b-4d05-856d-71635860584f
Courtyard Cafe,1453 Prince Rd Windsor ON N9C 3Z4,Cafeteria,02-Apr-2024,location.href = '/disclosure/Facility/Details/b02ac7a5-1942-4ca0-9a02-bcca7fea48eb' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b02ac7a5-1942-4ca0-9a02-bcca7fea48eb
Cove's Landing,466 Tisdelle Dr Lakeshore ON N0P 2L0,Restaurant (Full Service),11-Mar-2024,location.href = '/disclosure/Facility/Details/cf718578-1bd7-4652-93b5-3ece4e6ff07a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cf718578-1bd7-4652-93b5-3ece4e6ff07a
Cowboy's Ice Cream,9039 Baseline Rd Maidstone ON N0R 1K0,Food Take Out,27-Jun-2023,location.href = '/disclosure/Facility/Details/f6da380a-27ef-4417-8ac1-e15f1c49c7c9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f6da380a-27ef-4417-8ac1-e15f1c49c7c9
Craft Heads Brewing Company,89 University Ave W Windsor ON N9A 5N8,Cocktail Bar/Beverage Room,05-Dec-2023,location.href = '/disclosure/Facility/Details/020ac0fe-846e-4c65-aa6d-3054cc4d6ee6' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/020ac0fe-846e-4c65-aa6d-3054cc4d6ee6
Cramdon's Tap & Eatery,15-2950 Dougall Ave Windsor ON N9E 1S6,Restaurant (Full Service),05-Mar-2024,location.href = '/disclosure/Facility/Details/500f3627-d7fc-425a-85b6-c38889118bac' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/500f3627-d7fc-425a-85b6-c38889118bac
Crave,26 Erie St N Leamington ON N8H 2Z3,Restaurant (Full Service),18-Mar-2024,location.href = '/disclosure/Facility/Details/4c6b6f39-dc48-4023-beac-171b522e7a6e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/4c6b6f39-dc48-4023-beac-171b522e7a6e
Craves Poutinerie,173 Sandwich St. S Amherstburg ON N9V 1Z9,Food Take Out,12-Mar-2024,location.href = '/disclosure/Facility/Details/9174089f-5afd-44e9-9172-4a7883efdf39' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9174089f-5afd-44e9-9172-4a7883efdf39
Craves Poutinerie,581 Broadway St Belle River ON N0R 1A0,Restaurant (Fast Food),07-Feb-2024,location.href = '/disclosure/Facility/Details/8b49dbdd-e7ec-41ba-ba0c-e6b52eee91c9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/8b49dbdd-e7ec-41ba-ba0c-e6b52eee91c9
Crazy Chicken,29 Talbot St E Leamington ON N8H 1L1,Restaurant (Fast Food),18-Jan-2024,location.href = '/disclosure/Facility/Details/e6391e75-ad70-422e-aff0-3505b321696d' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e6391e75-ad70-422e-aff0-3505b321696d
Crazy Chicken Mexican Grill,1600 Mersea Rd 5 Leamington ON N0P 2P0,Mobile Food Premises,05-Aug-2023,location.href = '/disclosure/Facility/Details/86741550-6362-4b00-b9a8-b8ba66bc6e67' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/86741550-6362-4b00-b9a8-b8ba66bc6e67
Creative Child Learning Centre,260 Murray St Amherstburg ON N9V 3R1,Child Care - Food Prep,29-Feb-2024,location.href = '/disclosure/Facility/Details/b4f613eb-a88a-4fe2-a3e5-13b5d66457e3' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b4f613eb-a88a-4fe2-a3e5-13b5d66457e3
Creative Child Learning Centre - Stella Maris,140 Girard St Amherstburg ON N9V 2X3,Child Care - Food Prep,13-Mar-2024,location.href = '/disclosure/Facility/Details/c0507c3d-6567-430d-8893-b77121e36cae' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c0507c3d-6567-430d-8893-b77121e36cae
Creekside Market,1030 Walker Rd Windsor ON N8Y 2N5,Food Take Out,26-Jan-2024,location.href = '/disclosure/Facility/Details/0282725b-8b5b-4480-8e15-b5c39769226e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0282725b-8b5b-4480-8e15-b5c39769226e
Creole's Catering,1244 Front Road N Amherstburg ON N9V 3R3,Caterer,26-Jan-2024,location.href = '/disclosure/Facility/Details/f59b8653-2d0a-48b5-bcdd-dd85462cac55' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f59b8653-2d0a-48b5-bcdd-dd85462cac55
Crew,108 County Road 50 East Harrow ON N0R 1G0,Restaurant (Full Service),20-Mar-2024,location.href = '/disclosure/Facility/Details/11bd2a06-cb2f-4683-b9a1-943fb2b86577' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/11bd2a06-cb2f-4683-b9a1-943fb2b86577
Crystal Convenience,4000 Tecumseh Rd E Windsor ON N8W 1J6,Convenience/Variety Store,16-Feb-2023,location.href = '/disclosure/Facility/Details/c1273da5-5dbc-4734-82b4-2718628aa6fd' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c1273da5-5dbc-4734-82b4-2718628aa6fd
Cucina 360,58 Chatham St W Windsor ON N9A 5M6,Restaurant (Full Service),13-Nov-2023,location.href = '/disclosure/Facility/Details/69b61f66-9b75-4fba-a125-70c11d995011' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/69b61f66-9b75-4fba-a125-70c11d995011
Culture Crust,1039 University W Windsor ON N9A 5S5,Restaurant (Full Service),22-Apr-2024,location.href = '/disclosure/Facility/Details/867983d2-773c-43f5-8d9f-87421b028497' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/867983d2-773c-43f5-8d9f-87421b028497
