Inspection Type,Inspection Date,url_inspection,url_inspection_full,url_entity_full
Required,10-Oct-2023,location.href = '/disclosure/Inspection/Details/cbb3f4fb-e1d3-4161-805d-c0ca8d883392' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/cbb3f4fb-e1d3-4161-805d-c0ca8d883392,https://disclosure55.wechu.org/disclosure/Facility/Details/964b978c-4613-459e-a0d9-2eabda72bfa2
Re-Inspection,16-Feb-2023,location.href = '/disclosure/Inspection/Details/e67ef42b-c3b8-4f91-a32a-12a145d718cd' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e67ef42b-c3b8-4f91-a32a-12a145d718cd,https://disclosure55.wechu.org/disclosure/Facility/Details/964b978c-4613-459e-a0d9-2eabda72bfa2
Re-Inspection,13-Feb-2023,location.href = '/disclosure/Inspection/Details/323a3296-8661-4793-9897-f40977098fc7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/323a3296-8661-4793-9897-f40977098fc7,https://disclosure55.wechu.org/disclosure/Facility/Details/964b978c-4613-459e-a0d9-2eabda72bfa2
Required,07-Feb-2023,location.href = '/disclosure/Inspection/Details/14a62894-27cd-4349-873b-b70f1dd6eddd' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/14a62894-27cd-4349-873b-b70f1dd6eddd,https://disclosure55.wechu.org/disclosure/Facility/Details/964b978c-4613-459e-a0d9-2eabda72bfa2
Required,18-Jan-2024,location.href = '/disclosure/Inspection/Details/48c07ca3-11e9-4f59-b3bc-d794390a88a2' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/48c07ca3-11e9-4f59-b3bc-d794390a88a2,https://disclosure55.wechu.org/disclosure/Facility/Details/c3cbfecb-e627-441e-8d77-a810984bdfe8
Required,20-Mar-2024,location.href = '/disclosure/Inspection/Details/3a321c76-c6d6-465e-abbe-9e267af2395e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3a321c76-c6d6-465e-abbe-9e267af2395e,https://disclosure55.wechu.org/disclosure/Facility/Details/eac5476f-8e41-4c3f-b400-10ad91017f27
Required,03-Oct-2023,location.href = '/disclosure/Inspection/Details/4eb200f7-89d0-4eb0-bc78-b2b6e33ff5af' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4eb200f7-89d0-4eb0-bc78-b2b6e33ff5af,https://disclosure55.wechu.org/disclosure/Facility/Details/eac5476f-8e41-4c3f-b400-10ad91017f27
Required,23-Nov-2023,location.href = '/disclosure/Inspection/Details/29991563-1c6b-48aa-8136-bed01e5a158e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/29991563-1c6b-48aa-8136-bed01e5a158e,https://disclosure55.wechu.org/disclosure/Facility/Details/c97191c0-2bb0-41b9-a4df-ab34366fdce9
Required,01-Feb-2024,location.href = '/disclosure/Inspection/Details/9bddb159-ed12-4d42-8d8e-7e3cabf65b9c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9bddb159-ed12-4d42-8d8e-7e3cabf65b9c,https://disclosure55.wechu.org/disclosure/Facility/Details/2623de21-fa6b-4e28-82ac-82302edfcfd9
Required,19-Oct-2023,location.href = '/disclosure/Inspection/Details/14a61440-abb3-4985-b219-5ff2efc27c4c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/14a61440-abb3-4985-b219-5ff2efc27c4c,https://disclosure55.wechu.org/disclosure/Facility/Details/2623de21-fa6b-4e28-82ac-82302edfcfd9
Required,05-Jun-2023,location.href = '/disclosure/Inspection/Details/795e3fac-da7f-42ca-87a0-cc1921daff81' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/795e3fac-da7f-42ca-87a0-cc1921daff81,https://disclosure55.wechu.org/disclosure/Facility/Details/2623de21-fa6b-4e28-82ac-82302edfcfd9
Required,07-Dec-2023,location.href = '/disclosure/Inspection/Details/21550da8-85a2-4019-a9dd-598b7b10b329' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/21550da8-85a2-4019-a9dd-598b7b10b329,https://disclosure55.wechu.org/disclosure/Facility/Details/2721e9e1-779a-4a3e-92cc-ecd6023064ad
Required,26-May-2023,location.href = '/disclosure/Inspection/Details/593412a6-9c20-4c81-9f67-698a3b52cf8b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/593412a6-9c20-4c81-9f67-698a3b52cf8b,https://disclosure55.wechu.org/disclosure/Facility/Details/2721e9e1-779a-4a3e-92cc-ecd6023064ad
Required,24-Oct-2023,location.href = '/disclosure/Inspection/Details/d1ffeaa1-47ee-4627-9104-851c6fde7de1' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d1ffeaa1-47ee-4627-9104-851c6fde7de1,https://disclosure55.wechu.org/disclosure/Facility/Details/53599a3c-9e3d-4b57-8d92-30e66dd6d80b
Required,10-May-2023,location.href = '/disclosure/Inspection/Details/ca0798a3-6bbd-4125-8fab-66731a37c19f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ca0798a3-6bbd-4125-8fab-66731a37c19f,https://disclosure55.wechu.org/disclosure/Facility/Details/53599a3c-9e3d-4b57-8d92-30e66dd6d80b
Required,07-Oct-2022,location.href = '/disclosure/Inspection/Details/2378f6c4-7166-45da-86d1-1afb24779788' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2378f6c4-7166-45da-86d1-1afb24779788,https://disclosure55.wechu.org/disclosure/Facility/Details/53599a3c-9e3d-4b57-8d92-30e66dd6d80b
Required,07-Dec-2023,location.href = '/disclosure/Inspection/Details/3df0a137-8c9e-41a1-9f6c-fa936333463c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3df0a137-8c9e-41a1-9f6c-fa936333463c,https://disclosure55.wechu.org/disclosure/Facility/Details/de94b2ce-0588-4b7e-8633-8aef2a6b3833
Required,08-May-2023,location.href = '/disclosure/Inspection/Details/9f067289-5cb2-42d8-8fb3-f9e3d6f36548' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9f067289-5cb2-42d8-8fb3-f9e3d6f36548,https://disclosure55.wechu.org/disclosure/Facility/Details/de94b2ce-0588-4b7e-8633-8aef2a6b3833
Required,26-Oct-2022,location.href = '/disclosure/Inspection/Details/0a58b230-6aa9-44b3-92db-e4e859484a01' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0a58b230-6aa9-44b3-92db-e4e859484a01,https://disclosure55.wechu.org/disclosure/Facility/Details/de94b2ce-0588-4b7e-8633-8aef2a6b3833
Required,01-Feb-2024,location.href = '/disclosure/Inspection/Details/2c0ae923-218e-4d84-87a8-99a10a6a6443' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2c0ae923-218e-4d84-87a8-99a10a6a6443,https://disclosure55.wechu.org/disclosure/Facility/Details/4749af5f-e48a-429a-a599-4e9a8c31ce98
Required,26-Jul-2023,location.href = '/disclosure/Inspection/Details/adb2cb1f-79f5-4661-9a1b-00870f26db01' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/adb2cb1f-79f5-4661-9a1b-00870f26db01,https://disclosure55.wechu.org/disclosure/Facility/Details/4749af5f-e48a-429a-a599-4e9a8c31ce98
Required,27-Jul-2023,location.href = '/disclosure/Inspection/Details/a4654e38-27a4-4b3d-9127-aebbebe1d4dc' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a4654e38-27a4-4b3d-9127-aebbebe1d4dc,https://disclosure55.wechu.org/disclosure/Facility/Details/6f3d3c41-d00c-430b-94fc-4ab8c3c5d8e7
Required,16-Nov-2022,location.href = '/disclosure/Inspection/Details/d72d72dd-57e2-4eb7-90d6-62483d217fd0' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d72d72dd-57e2-4eb7-90d6-62483d217fd0,https://disclosure55.wechu.org/disclosure/Facility/Details/6f3d3c41-d00c-430b-94fc-4ab8c3c5d8e7
Required,11-Mar-2024,location.href = '/disclosure/Inspection/Details/67c9c39a-1378-4e24-8b00-e5f0b92e044c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/67c9c39a-1378-4e24-8b00-e5f0b92e044c,https://disclosure55.wechu.org/disclosure/Facility/Details/c9515dc9-badf-468d-913d-138dde5e7827
Required,04-Dec-2023,location.href = '/disclosure/Inspection/Details/30df6cf0-f7f3-466d-9fd9-8c176c14fc38' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/30df6cf0-f7f3-466d-9fd9-8c176c14fc38,https://disclosure55.wechu.org/disclosure/Facility/Details/c9515dc9-badf-468d-913d-138dde5e7827
Required,15-Apr-2024,location.href = '/disclosure/Inspection/Details/7ec8501a-6c96-449d-929f-c86bfde87b3b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7ec8501a-6c96-449d-929f-c86bfde87b3b,https://disclosure55.wechu.org/disclosure/Facility/Details/be3f43ed-7f64-4a5a-a3de-616498ea9e89
Required,20-Nov-2023,location.href = '/disclosure/Inspection/Details/adf8d65b-0755-4211-ac82-76ddc25d0a61' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/adf8d65b-0755-4211-ac82-76ddc25d0a61,https://disclosure55.wechu.org/disclosure/Facility/Details/be3f43ed-7f64-4a5a-a3de-616498ea9e89
Required,05-Jul-2023,location.href = '/disclosure/Inspection/Details/15d67299-7cef-4e4f-9fbc-0dda0fe7bbea' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/15d67299-7cef-4e4f-9fbc-0dda0fe7bbea,https://disclosure55.wechu.org/disclosure/Facility/Details/be3f43ed-7f64-4a5a-a3de-616498ea9e89
Required,14-Mar-2024,location.href = '/disclosure/Inspection/Details/0cc516b6-0ee4-41b3-8ad1-305fd164d38c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0cc516b6-0ee4-41b3-8ad1-305fd164d38c,https://disclosure55.wechu.org/disclosure/Facility/Details/6468a28f-fa13-4f39-9353-95428c9879ab
Required,13-Sep-2023,location.href = '/disclosure/Inspection/Details/3eeea13d-fce1-4d19-b44d-ee9b16c00b30' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3eeea13d-fce1-4d19-b44d-ee9b16c00b30,https://disclosure55.wechu.org/disclosure/Facility/Details/6468a28f-fa13-4f39-9353-95428c9879ab
Re-Inspection,08-Feb-2023,location.href = '/disclosure/Inspection/Details/f645e302-7ea3-4bc3-9e55-75c1e791de5f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/f645e302-7ea3-4bc3-9e55-75c1e791de5f,https://disclosure55.wechu.org/disclosure/Facility/Details/6468a28f-fa13-4f39-9353-95428c9879ab
Required,31-Jan-2023,location.href = '/disclosure/Inspection/Details/575fb02e-8b6b-416b-b8a3-a603494e6387' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/575fb02e-8b6b-416b-b8a3-a603494e6387,https://disclosure55.wechu.org/disclosure/Facility/Details/6468a28f-fa13-4f39-9353-95428c9879ab
Required,01-Mar-2024,location.href = '/disclosure/Inspection/Details/0b5ed6f1-2ab6-4c01-847b-843743d531ec' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0b5ed6f1-2ab6-4c01-847b-843743d531ec,https://disclosure55.wechu.org/disclosure/Facility/Details/d5fb8706-bdb5-45c5-bdf4-b5f946fb3b90
Required,14-Sep-2023,location.href = '/disclosure/Inspection/Details/a4c16a6d-0c59-42b0-9816-1381e103a2f6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a4c16a6d-0c59-42b0-9816-1381e103a2f6,https://disclosure55.wechu.org/disclosure/Facility/Details/d5fb8706-bdb5-45c5-bdf4-b5f946fb3b90
Required,26-May-2023,location.href = '/disclosure/Inspection/Details/19077a5b-9f47-48aa-bf25-252edc10f0c5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/19077a5b-9f47-48aa-bf25-252edc10f0c5,https://disclosure55.wechu.org/disclosure/Facility/Details/d5fb8706-bdb5-45c5-bdf4-b5f946fb3b90
Required,10-Nov-2022,location.href = '/disclosure/Inspection/Details/2b22b015-0c30-4517-9b0a-ade05af94a4f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2b22b015-0c30-4517-9b0a-ade05af94a4f,https://disclosure55.wechu.org/disclosure/Facility/Details/d5fb8706-bdb5-45c5-bdf4-b5f946fb3b90
Required,06-Feb-2024,location.href = '/disclosure/Inspection/Details/3b84b9b8-391a-4627-a524-c1d4cb7a1e8a' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3b84b9b8-391a-4627-a524-c1d4cb7a1e8a,https://disclosure55.wechu.org/disclosure/Facility/Details/2aaa4eff-9d64-4d97-820e-10957b443578
Re-Inspection,30-Jan-2023,location.href = '/disclosure/Inspection/Details/5ab22302-4fd5-4fe1-a08f-72cb600c3772' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5ab22302-4fd5-4fe1-a08f-72cb600c3772,https://disclosure55.wechu.org/disclosure/Facility/Details/2aaa4eff-9d64-4d97-820e-10957b443578
Required,24-Jan-2023,location.href = '/disclosure/Inspection/Details/dd416f32-11ae-41dd-87d2-5c61f6571b99' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/dd416f32-11ae-41dd-87d2-5c61f6571b99,https://disclosure55.wechu.org/disclosure/Facility/Details/2aaa4eff-9d64-4d97-820e-10957b443578
Required,19-Dec-2023,location.href = '/disclosure/Inspection/Details/748e10aa-af66-4a38-a60b-4bb3f7ea92f2' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/748e10aa-af66-4a38-a60b-4bb3f7ea92f2,https://disclosure55.wechu.org/disclosure/Facility/Details/405d7b72-19a6-40b8-b4c8-1622fe01b8d5
Required,12-Oct-2023,location.href = '/disclosure/Inspection/Details/0663b3a1-23b8-4ff4-b6d5-445bcbd8e183' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0663b3a1-23b8-4ff4-b6d5-445bcbd8e183,https://disclosure55.wechu.org/disclosure/Facility/Details/27ebcdd9-c892-4246-982c-889b62b6f0b5
Required,22-Jun-2023,location.href = '/disclosure/Inspection/Details/3e37b1c0-2d40-4576-883b-630e2404bf18' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3e37b1c0-2d40-4576-883b-630e2404bf18,https://disclosure55.wechu.org/disclosure/Facility/Details/27ebcdd9-c892-4246-982c-889b62b6f0b5
Required,28-Jul-2022,location.href = '/disclosure/Inspection/Details/b2c28dd7-019f-465c-bd97-97f6368dbf30' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b2c28dd7-019f-465c-bd97-97f6368dbf30,https://disclosure55.wechu.org/disclosure/Facility/Details/27ebcdd9-c892-4246-982c-889b62b6f0b5
Required,22-Jun-2023,location.href = '/disclosure/Inspection/Details/ed6b8032-1a5f-4b15-8839-f6e611a4707c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ed6b8032-1a5f-4b15-8839-f6e611a4707c,https://disclosure55.wechu.org/disclosure/Facility/Details/6cf767c9-d7dc-49b3-8d50-3911a09ca67b
Required,19-Jul-2022,location.href = '/disclosure/Inspection/Details/53c4ed97-74e7-42f1-b4bb-5f5ee3bf5a31' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/53c4ed97-74e7-42f1-b4bb-5f5ee3bf5a31,https://disclosure55.wechu.org/disclosure/Facility/Details/6cf767c9-d7dc-49b3-8d50-3911a09ca67b
Required,02-Apr-2024,location.href = '/disclosure/Inspection/Details/9a2d20e2-6af9-4514-ae4a-cd54a3e8cd3e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9a2d20e2-6af9-4514-ae4a-cd54a3e8cd3e,https://disclosure55.wechu.org/disclosure/Facility/Details/16a40099-2508-4712-a0e0-d1be8ce268c3
Required,26-May-2023,location.href = '/disclosure/Inspection/Details/a8707909-f6aa-4df0-85b6-e4bc5d36d8d6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a8707909-f6aa-4df0-85b6-e4bc5d36d8d6,https://disclosure55.wechu.org/disclosure/Facility/Details/16a40099-2508-4712-a0e0-d1be8ce268c3
Required,16-Nov-2022,location.href = '/disclosure/Inspection/Details/2541235b-c43d-403a-8805-71553744e16b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2541235b-c43d-403a-8805-71553744e16b,https://disclosure55.wechu.org/disclosure/Facility/Details/16a40099-2508-4712-a0e0-d1be8ce268c3
Re-Inspection,03-May-2024,location.href = '/disclosure/Inspection/Details/c62e692a-40cd-48ac-919f-77e1deea5f90' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c62e692a-40cd-48ac-919f-77e1deea5f90,https://disclosure55.wechu.org/disclosure/Facility/Details/6274c4a7-8692-4fb2-a549-0f7a23e137b6
Required,15-Apr-2024,location.href = '/disclosure/Inspection/Details/2f4467e9-136e-4585-892f-f792e0155b59' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2f4467e9-136e-4585-892f-f792e0155b59,https://disclosure55.wechu.org/disclosure/Facility/Details/6274c4a7-8692-4fb2-a549-0f7a23e137b6
Required,22-Sep-2023,location.href = '/disclosure/Inspection/Details/63de5494-60e3-4062-b505-98b35dca8680' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/63de5494-60e3-4062-b505-98b35dca8680,https://disclosure55.wechu.org/disclosure/Facility/Details/6274c4a7-8692-4fb2-a549-0f7a23e137b6
Required,22-Sep-2022,location.href = '/disclosure/Inspection/Details/12fbe998-cddf-4c9b-953e-fe8d150092ad' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/12fbe998-cddf-4c9b-953e-fe8d150092ad,https://disclosure55.wechu.org/disclosure/Facility/Details/6274c4a7-8692-4fb2-a549-0f7a23e137b6
Required,08-Apr-2024,location.href = '/disclosure/Inspection/Details/92a3df22-8b85-4911-9cc0-5398229c56c8' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/92a3df22-8b85-4911-9cc0-5398229c56c8,https://disclosure55.wechu.org/disclosure/Facility/Details/1ef5f19b-2f87-409d-a07d-37ceb63d7bd6
Required,21-Sep-2023,location.href = '/disclosure/Inspection/Details/a5d5393c-159e-45d8-8db3-59a5d5b35578' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a5d5393c-159e-45d8-8db3-59a5d5b35578,https://disclosure55.wechu.org/disclosure/Facility/Details/1ef5f19b-2f87-409d-a07d-37ceb63d7bd6
Required,25-Oct-2022,location.href = '/disclosure/Inspection/Details/c0808144-1271-479e-9854-e1367be27fcd' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c0808144-1271-479e-9854-e1367be27fcd,https://disclosure55.wechu.org/disclosure/Facility/Details/1ef5f19b-2f87-409d-a07d-37ceb63d7bd6
Required,09-Apr-2024,location.href = '/disclosure/Inspection/Details/3057d37d-8ad7-4056-8dc8-c0f3a06825c5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3057d37d-8ad7-4056-8dc8-c0f3a06825c5,https://disclosure55.wechu.org/disclosure/Facility/Details/89f9426e-e2d2-4e94-8972-937999eb469b
Required,21-Sep-2023,location.href = '/disclosure/Inspection/Details/04ace0be-804a-4163-b436-49f6a695a712' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/04ace0be-804a-4163-b436-49f6a695a712,https://disclosure55.wechu.org/disclosure/Facility/Details/89f9426e-e2d2-4e94-8972-937999eb469b
Required,08-Apr-2024,location.href = '/disclosure/Inspection/Details/0bb09443-4b49-4eb2-b6ec-c7aaf6ec6cdb' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0bb09443-4b49-4eb2-b6ec-c7aaf6ec6cdb,https://disclosure55.wechu.org/disclosure/Facility/Details/ded9cb2f-53f2-42ef-903d-26bcb638fd55
Required,20-Sep-2023,location.href = '/disclosure/Inspection/Details/aa97982d-4872-43a1-ae17-5aef04fe910f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/aa97982d-4872-43a1-ae17-5aef04fe910f,https://disclosure55.wechu.org/disclosure/Facility/Details/ded9cb2f-53f2-42ef-903d-26bcb638fd55
Required,15-Apr-2024,location.href = '/disclosure/Inspection/Details/5f71c04c-1ef6-4468-94eb-3e0f9d27677b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5f71c04c-1ef6-4468-94eb-3e0f9d27677b,https://disclosure55.wechu.org/disclosure/Facility/Details/fe3ecb77-ff6c-4e49-b068-97e5bf3a7faa
Required,21-Sep-2023,location.href = '/disclosure/Inspection/Details/abb4f63c-27b6-4e63-b0d1-dcecc6cb4710' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/abb4f63c-27b6-4e63-b0d1-dcecc6cb4710,https://disclosure55.wechu.org/disclosure/Facility/Details/fe3ecb77-ff6c-4e49-b068-97e5bf3a7faa
Required,04-May-2023,location.href = '/disclosure/Inspection/Details/44aaeb42-733d-496c-982e-7ea331f5636d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/44aaeb42-733d-496c-982e-7ea331f5636d,https://disclosure55.wechu.org/disclosure/Facility/Details/fe3ecb77-ff6c-4e49-b068-97e5bf3a7faa
Required,09-Apr-2024,location.href = '/disclosure/Inspection/Details/65087900-077a-4847-8448-d904aa61a07d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/65087900-077a-4847-8448-d904aa61a07d,https://disclosure55.wechu.org/disclosure/Facility/Details/1f994226-1f47-4007-9e01-eefa433f50e5
Required,23-Nov-2023,location.href = '/disclosure/Inspection/Details/c591de0a-3003-4469-bcda-e1f69f23f2f2' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c591de0a-3003-4469-bcda-e1f69f23f2f2,https://disclosure55.wechu.org/disclosure/Facility/Details/1df41363-fe3b-4937-85ad-4e18903fd066
Required,04-May-2023,location.href = '/disclosure/Inspection/Details/0b9b67a8-4526-4d32-a6cf-048be5a21201' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0b9b67a8-4526-4d32-a6cf-048be5a21201,https://disclosure55.wechu.org/disclosure/Facility/Details/1df41363-fe3b-4937-85ad-4e18903fd066
Required,08-Apr-2024,location.href = '/disclosure/Inspection/Details/171c51b9-6522-4798-99f4-824fa0f83cd0' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/171c51b9-6522-4798-99f4-824fa0f83cd0,https://disclosure55.wechu.org/disclosure/Facility/Details/fc8217e6-4a83-4b7f-b9b3-5005e694cc68
Required,20-Sep-2023,location.href = '/disclosure/Inspection/Details/f3be7cfb-1a9b-42ea-96bc-2ce7431eea68' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/f3be7cfb-1a9b-42ea-96bc-2ce7431eea68,https://disclosure55.wechu.org/disclosure/Facility/Details/fc8217e6-4a83-4b7f-b9b3-5005e694cc68
