Facility Name,Site Address,Last Inspection Date,url_entity_partial,category,Facility Type,url_entity_full
Belmont Arena & Community Centre - Refreshment Stand,14020 Belmont Rd  Belmont ON N0L 1B0,,location.href = '/Portal/Facility/Details/31b7f6d6-1cc8-41b4-a3c6-07a2b39e8da1' ,Food,,https://healthinspect.ca/Portal/Facility/Details/31b7f6d6-1cc8-41b4-a3c6-07a2b39e8da1
Belmont Dairy Store,14110 Belmont Rd  Belmont ON N0L 1B0,,location.href = '/Portal/Facility/Details/f48f58aa-7670-49ef-b12d-3f0090c050b0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f48f58aa-7670-49ef-b12d-3f0090c050b0
Belmont Diner,14091 Belmont Rd  Belmont ON N0L 1B0,10/13/2023,location.href = '/Portal/Facility/Details/7b8abd6a-b011-4fbf-acc1-a37f41c77392' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7b8abd6a-b011-4fbf-acc1-a37f41c77392
Belmont Fresh Mart,14091 Belmont Rd  Belmont ON N0L 1B0,03/03/2023,location.href = '/Portal/Facility/Details/f6aef964-d121-4bcf-981e-20286597f84e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f6aef964-d121-4bcf-981e-20286597f84e
Belmont Golf Club,45809 Ferguson Line  Belmont ON N0L 1B0,06/29/2023,location.href = '/Portal/Facility/Details/121de8d4-5555-4183-a7bc-96d88d540749' ,Food,,https://healthinspect.ca/Portal/Facility/Details/121de8d4-5555-4183-a7bc-96d88d540749
Belmont Town Restaurant and Caterers,14139 Belmont Rd  Belmont ON N0L 1B0,05/30/2023,location.href = '/Portal/Facility/Details/7985bafe-9882-4cd1-8365-2e4f9d0832e7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7985bafe-9882-4cd1-8365-2e4f9d0832e7
Bento Sushi,273 King St W  Ingersoll ON N5C 2K9,05/03/2023,location.href = '/Portal/Facility/Details/bced9413-a683-4ad4-a805-89f46134f921' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bced9413-a683-4ad4-a805-89f46134f921
Bento Sushi,50-1063 Talbot St  St. Thomas ON N5P 1G4,01/24/2023,location.href = '/Portal/Facility/Details/8e6da524-a9aa-4e7b-9736-63aeeb9d0a29' ,Food,,https://healthinspect.ca/Portal/Facility/Details/8e6da524-a9aa-4e7b-9736-63aeeb9d0a29
Beres Butchery and Catering Inc,510 Broadway St  Tillsonburg ON N4G 3S7,10/11/2023,location.href = '/Portal/Facility/Details/ec8f67c4-0590-4120-9b53-2f5c384cfe4a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ec8f67c4-0590-4120-9b53-2f5c384cfe4a
Berrylicious Fruit Farm,425533 Substation Rd  Burgessville ON N0J 1C0,05/04/2023,location.href = '/Portal/Facility/Details/e173946c-4175-4d58-966f-f9ef5ae6c17e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e173946c-4175-4d58-966f-f9ef5ae6c17e
Best City Pizza,C-870 Queenston Blvd  Woodstock ON N4T 0M4,08/02/2023,location.href = '/Portal/Facility/Details/12782d48-911c-433c-a2dd-1825ba41f12a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/12782d48-911c-433c-a2dd-1825ba41f12a
Best Western Plus Woodstock Inn & Suites,811 Athlone Ave  Woodstock ON N4V 0B6,06/28/2023,location.href = '/Portal/Facility/Details/5ffa317c-6966-4b84-89db-8fdaf544628d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5ffa317c-6966-4b84-89db-8fdaf544628d
Bethany Care Home of Norwich,35 Main St E  Norwich ON N0J 1P0,09/22/2023,location.href = '/Portal/Facility/Details/1375a99a-a2d8-4a95-8dad-977bce539f22' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1375a99a-a2d8-4a95-8dad-977bce539f22
Bickle's Orchard Park Farms,596633 Hwy 59 N R.R. #6  Woodstock ON N4S 7W1,09/26/2023,location.href = '/Portal/Facility/Details/05c13718-265e-44e8-9c8c-63cfd2f26be0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/05c13718-265e-44e8-9c8c-63cfd2f26be0
Big Dog Smokey Hot Sauce,1093 Talbot St  St Thomas ON N5P1G4,11/28/2022,location.href = '/Portal/Facility/Details/25648b76-5f23-4c99-95b0-c2449e19efa4' ,Food,,https://healthinspect.ca/Portal/Facility/Details/25648b76-5f23-4c99-95b0-c2449e19efa4
Big D's Mama's Sandwich Shack,220 Springbank Ave  Woostock ON N4S 7R2,07/14/2023,location.href = '/Portal/Facility/Details/dc1aa46e-5471-44df-96af-31e275dd7e9c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/dc1aa46e-5471-44df-96af-31e275dd7e9c
Big Fat Pita,694 Dundas St  Woodstock ON N4S 1E6,,location.href = '/Portal/Facility/Details/60b0e893-75e2-4dce-9002-03b448c3e9e3' ,Food,,https://healthinspect.ca/Portal/Facility/Details/60b0e893-75e2-4dce-9002-03b448c3e9e3
Birds Golf Sports Lounge,51 Broadway St  Tillsonburg ON N4G 3P4,,location.href = '/Portal/Facility/Details/b4a08050-5799-400e-a575-602eadbf59f8' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b4a08050-5799-400e-a575-602eadbf59f8
"Bistro, The",625 Talbot St  St. Thomas ON N5P 1C6,08/15/2023,location.href = '/Portal/Facility/Details/aa7dbeea-1de6-4ab0-9da0-bc18abd0298c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/aa7dbeea-1de6-4ab0-9da0-bc18abd0298c
Blenheim District Public School - Before & After School Program,32 Wilmot St S.  Drumbo ON N0J 1G0,,location.href = '/Portal/Facility/Details/876ba2e1-6d9f-49b7-a4d7-12d124df4bd8' ,Food,,https://healthinspect.ca/Portal/Facility/Details/876ba2e1-6d9f-49b7-a4d7-12d124df4bd8
Blenheim District Public School - Milk Program,32 Wilmot St S.  Drumbo ON N0J 1G0,,location.href = '/Portal/Facility/Details/46d52d50-015b-485d-9ba7-727c96a2382c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/46d52d50-015b-485d-9ba7-727c96a2382c
Blenheim District Public School - Nourishment Program,32 Wilmot St S  Drumbo ON N0J 1G0,,location.href = '/Portal/Facility/Details/a88ac9c6-c8fa-4a3c-8533-8ee8608ca80d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a88ac9c6-c8fa-4a3c-8533-8ee8608ca80d
Bluegroves Farms,25503 Talbot Line  West Lorne ON N0L 2P0,09/15/2023,location.href = '/Portal/Facility/Details/75b26ce2-c7a1-4e82-82f1-22a1ffa3eecd' ,Food,,https://healthinspect.ca/Portal/Facility/Details/75b26ce2-c7a1-4e82-82f1-22a1ffa3eecd
"Bluffs Golf Club, The",35593 Lake Line  Port Stanley ON N5L 1J1,07/26/2023,location.href = '/Portal/Facility/Details/754ef0f8-4a09-4bca-9124-65d12d7adeb1' ,Food,,https://healthinspect.ca/Portal/Facility/Details/754ef0f8-4a09-4bca-9124-65d12d7adeb1
BoBar Inc.,257 Dundas St  Woodstock ON N4S 1A9,09/20/2023,location.href = '/Portal/Facility/Details/dc3f6e28-356d-4ffd-a227-3eb832679b7d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/dc3f6e28-356d-4ffd-a227-3eb832679b7d
Bobier Villa - Institutional Food,1 Bobier Lane  Dutton ON N0L 1J0,08/01/2023,location.href = '/Portal/Facility/Details/e4ee494a-3b75-43bb-ad1a-bdaaead2a061' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e4ee494a-3b75-43bb-ad1a-bdaaead2a061
Bobier Villa - Tuck Shop,1 Bobier Lane  Dutton ON N0L 1J0,08/11/2022,location.href = '/Portal/Facility/Details/52f4d0fc-e8c0-4832-b23c-83174468d34f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/52f4d0fc-e8c0-4832-b23c-83174468d34f
Bon Appetit Pastry Shop,806470 Oxford Rd 29  Drumbo ON N0J 1G0,06/22/2023,location.href = '/Portal/Facility/Details/1e27cf53-78c0-48cd-8c2f-dfc620025bca' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1e27cf53-78c0-48cd-8c2f-dfc620025bca
Boo's Country Kitchen,105 Dundas St E  Thamesford ON N0M 2M0,,location.href = '/Portal/Facility/Details/082217b1-51c7-4b71-9271-d148500f3477' ,Food,,https://healthinspect.ca/Portal/Facility/Details/082217b1-51c7-4b71-9271-d148500f3477
Booster Juice,2-547 Norwich Ave  Woodstock ON N4V 1C7,10/26/2023,location.href = '/Portal/Facility/Details/7e3498b6-6605-48dd-bcec-6d9f57aa1689' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7e3498b6-6605-48dd-bcec-6d9f57aa1689
Booster Juice,15-1025 Talbot St  St. Thomas ON N5P 3R6,02/07/2023,location.href = '/Portal/Facility/Details/af85d00a-3224-4d20-a803-98eed99945a9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/af85d00a-3224-4d20-a803-98eed99945a9
Boston Pizza,431 Norwich Ave  Woodstock ON N4S 3W4,10/11/2023,location.href = '/Portal/Facility/Details/f0d36c04-6ec9-413c-a2e8-a5e80d78c04d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f0d36c04-6ec9-413c-a2e8-a5e80d78c04d
Boston Pizza,106 Broadway St  Tillsonburg ON N4G 3P6,08/31/2023,location.href = '/Portal/Facility/Details/ec2e789b-3ec3-4c4c-9558-b73dfe329610' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ec2e789b-3ec3-4c4c-9558-b73dfe329610
Boston Pizza,860 Talbot St  St. Thomas ON N5P 1E2,10/23/2023,location.href = '/Portal/Facility/Details/c70da599-7e2c-4720-8fd1-f7e317234ab3' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c70da599-7e2c-4720-8fd1-f7e317234ab3
Boxcar Donuts,3-24 First Ave  St. Thomas Ontario N5R 2S6,,location.href = '/Portal/Facility/Details/990b6304-6035-4e88-b3ce-4e3e03d3a792' ,Food,,https://healthinspect.ca/Portal/Facility/Details/990b6304-6035-4e88-b3ce-4e3e03d3a792
Bre's Fresh Market,224276 Ostrander Rd  Tillsonburg ON N4G 4H1,08/08/2023,location.href = '/Portal/Facility/Details/f430d0a4-c8bc-457b-9d73-2640dd1c7e5b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f430d0a4-c8bc-457b-9d73-2640dd1c7e5b
Bridge Variety,15 Thames St N  Ingersoll ON N5C 3C6,,location.href = '/Portal/Facility/Details/4d3d5156-9e4e-4d9b-9a89-71e1402323ef' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4d3d5156-9e4e-4d9b-9a89-71e1402323ef
"Bridges at Tillsonburg, The",101 John Pound Rd  Tillsonburg ON N4G 4H3,09/06/2023,location.href = '/Portal/Facility/Details/c116b7b2-5e7a-4c02-9acc-060e90f828a0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c116b7b2-5e7a-4c02-9acc-060e90f828a0
Bridges on the Beach,174 William Street  Port Stanley Ontario N4L 1E4,08/29/2023,location.href = '/Portal/Facility/Details/721a5bc5-059e-4a8c-9bd8-c55c94b42d68' ,Food,,https://healthinspect.ca/Portal/Facility/Details/721a5bc5-059e-4a8c-9bd8-c55c94b42d68
Briwood Farm Market,1030 Talbot St  St Thomas ON N5P 1G3,,location.href = '/Portal/Facility/Details/c9ba4e98-94f4-4179-ac3e-4a7ac283eec9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c9ba4e98-94f4-4179-ac3e-4a7ac283eec9
Broadway Cinemas,518 Broadway St  Tillsonburg ON N4G 3S7,,location.href = '/Portal/Facility/Details/500f7ce4-05c9-40be-a9bf-688c7fa60098' ,Food,,https://healthinspect.ca/Portal/Facility/Details/500f7ce4-05c9-40be-a9bf-688c7fa60098
Broadway Tobacconist,181 Broadway St.  Tillsonburg ON N4G 3P9,11/02/2023,location.href = '/Portal/Facility/Details/234abf74-cc7a-4034-98b0-3d2ff29cc658' ,Food,,https://healthinspect.ca/Portal/Facility/Details/234abf74-cc7a-4034-98b0-3d2ff29cc658
Broderick's,290 Bridge St  Port Stanley ON N5L 1C3,07/13/2023,location.href = '/Portal/Facility/Details/62e1ffc9-0717-44e4-8cf0-60d99e67e0fe' ,Food,,https://healthinspect.ca/Portal/Facility/Details/62e1ffc9-0717-44e4-8cf0-60d99e67e0fe
Brownsville Community Centre,292240 Culloden Line  Brownsville ON N0L 1C0,05/09/2023,location.href = '/Portal/Facility/Details/9088c9bc-7007-4ec9-97ef-cfc30fd65131' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9088c9bc-7007-4ec9-97ef-cfc30fd65131
Brunny's Sports Bar & Grill,121 Dundas St  Thamesford ON N0M 2M0,07/27/2023,location.href = '/Portal/Facility/Details/28bd14cd-0f16-40b8-ba01-7a82e1fba648' ,Food,,https://healthinspect.ca/Portal/Facility/Details/28bd14cd-0f16-40b8-ba01-7a82e1fba648
Buccaneer Roadhouse,128 William St  Port Stanley ON N5L 1E2,05/16/2023,location.href = '/Portal/Facility/Details/3972c0fd-b177-47e1-b39a-1011c313876a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3972c0fd-b177-47e1-b39a-1011c313876a
Budhaven Farms - Leaping Deer Legends,544212 Clarke Rd  Ingersoll ON N5C 3J8,05/10/2023,location.href = '/Portal/Facility/Details/35067372-22f2-4110-a3cd-8369c0434d62' ,Food,,https://healthinspect.ca/Portal/Facility/Details/35067372-22f2-4110-a3cd-8369c0434d62
Buffalo Bens Bisons,255395 25 Line  Thamesford ON N0M 2M0,10/05/2023,location.href = '/Portal/Facility/Details/e7cae245-f57f-48c7-b0e6-69d9032a7893' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e7cae245-f57f-48c7-b0e6-69d9032a7893
BulkBarn,930 Dundas St  Woodstock ON N4S 8X6,10/12/2023,location.href = '/Portal/Facility/Details/d4da019b-6941-446b-8130-1691b8fbd591' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d4da019b-6941-446b-8130-1691b8fbd591
BulkBarn,164 Broadway St  Tillsonburg ON N4G 5A8,09/06/2023,location.href = '/Portal/Facility/Details/2d43214b-c72a-4a48-84ee-14f2212b0967' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2d43214b-c72a-4a48-84ee-14f2212b0967
BulkBarn,730 Talbot St  St. Thomas ON N5P 1E2,10/25/2023,location.href = '/Portal/Facility/Details/8ad8b11a-722d-4381-afd4-53a1f2b6d0a3' ,Food,,https://healthinspect.ca/Portal/Facility/Details/8ad8b11a-722d-4381-afd4-53a1f2b6d0a3
Burger King,939 Talbot St  St Thomas ON N5P 1E8,10/30/2023,location.href = '/Portal/Facility/Details/c3263808-beb6-4bda-bf31-0e58cf5eb915' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c3263808-beb6-4bda-bf31-0e58cf5eb915
Burger King,540 Broadway St N.  Tillsonburg ON N4G 3S7,08/08/2023,location.href = '/Portal/Facility/Details/75a4830d-eb5a-4496-9fdb-a8d0b7aaa4af' ,Food,,https://healthinspect.ca/Portal/Facility/Details/75a4830d-eb5a-4496-9fdb-a8d0b7aaa4af
Burger King,146 Culloden Road  Ingersoll ON N5C 3R2,09/14/2023,location.href = '/Portal/Facility/Details/276a1062-d481-4a2f-89ba-d79988321f25' ,Food,,https://healthinspect.ca/Portal/Facility/Details/276a1062-d481-4a2f-89ba-d79988321f25
Burger King,545 Norwich Ave  Woodstock ON N4V 1C7,06/19/2023,location.href = '/Portal/Facility/Details/19937877-636b-4696-a27a-dffe5d14210a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/19937877-636b-4696-a27a-dffe5d14210a
Burgessville United Church - Country Thyme Charcuterie,24 Church St E  Norwich ON N0J 1P0,10/13/2023,location.href = '/Portal/Facility/Details/d51b12e6-e7dc-49f4-a83b-fb5fd5d10cf6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d51b12e6-e7dc-49f4-a83b-fb5fd5d10cf6
Burkes Produce Market,6548 Sunset Rd  St. Thomas Ontario N5P 3S8,06/30/2023,location.href = '/Portal/Facility/Details/db21db43-455c-4f22-b0c5-f52c03b1cce2' ,Food,,https://healthinspect.ca/Portal/Facility/Details/db21db43-455c-4f22-b0c5-f52c03b1cce2
Burrito Brothers,192 Currie Road  Dutton ON N0L 1J0,10/25/2023,location.href = '/Portal/Facility/Details/2e4f1ebe-c02d-4dc0-944a-9d442d7229b4' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2e4f1ebe-c02d-4dc0-944a-9d442d7229b4
Burrito Guyz,497 Dundas St  Woodstock ON N4S 1C3,09/28/2023,location.href = '/Portal/Facility/Details/85058b90-1b4d-4984-b46c-7e6f754c262f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/85058b90-1b4d-4984-b46c-7e6f754c262f
BURRITO GUYZ,150 Broadway St  Tillsonburg ON N4G 3P8,10/11/2023,location.href = '/Portal/Facility/Details/bc451964-c8fc-431b-b7ff-1d232b23c040' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bc451964-c8fc-431b-b7ff-1d232b23c040
Butter Chicken Truck Inc,465 Norwich Ave  Woodstock ON N4S 9A2,,location.href = '/Portal/Facility/Details/4ddfdc35-644f-4eb5-a2db-d03bf3b19780' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4ddfdc35-644f-4eb5-a2db-d03bf3b19780
C & D Lanes,265 Main St  Woodstock ON N4S 1T1,10/24/2023,location.href = '/Portal/Facility/Details/3e38231a-df53-4010-b121-37cf564b3f8f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3e38231a-df53-4010-b121-37cf564b3f8f
Cami Automotive Inc,300 Ingersoll St  Ingersoll ON N5C 4A6,,location.href = '/Portal/Facility/Details/f9a03ff1-1ab4-408f-ba8e-6ae536bf91b6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f9a03ff1-1ab4-408f-ba8e-6ae536bf91b6
Canadian Tire,25-1063 Talbot St  St. Thomas ON N5P 1E4,,location.href = '/Portal/Facility/Details/bc2367ab-9fd5-4543-bd6b-6eda043edd33' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bc2367ab-9fd5-4543-bd6b-6eda043edd33
Canadian Tire,465 Norwich Ave  Woodstock ON N4S 9A2,12/05/2022,location.href = '/Portal/Facility/Details/7eaf6a46-f43c-45b2-92f5-5772edfd6e07' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7eaf6a46-f43c-45b2-92f5-5772edfd6e07
Canadian Tire Gas Bar,503 Norwich Ave  Woodstock ON N4S 9A2,10/04/2022,location.href = '/Portal/Facility/Details/4b0a1c2b-e2d3-4b47-9789-8750f2daa263' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4b0a1c2b-e2d3-4b47-9789-8750f2daa263
Canadian Tire Gas Bar,401225 Hwy 401 E  Woodstock ON N4S 7V6,08/28/2023,location.href = '/Portal/Facility/Details/8c6eb7db-dba7-4d19-8b96-d0682bb6bb1e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/8c6eb7db-dba7-4d19-8b96-d0682bb6bb1e
Canadian Tire Gas Bar - Dutton ONroute,27585 ON-401 E Dutton  ON N0L 1J0,03/03/2023,location.href = '/Portal/Facility/Details/96eb65d4-c00a-4f29-a501-51338061f97f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/96eb65d4-c00a-4f29-a501-51338061f97f
Canadian Tire Gas Bar - West Lorne ONroute,27900 ON-401 W  Dutton ON N0L 1J0,12/19/2022,location.href = '/Portal/Facility/Details/eaa4f192-e7e5-4cac-bde5-dae488dec8e9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/eaa4f192-e7e5-4cac-bde5-dae488dec8e9
Canadian Tire Gas Bar Variety Store,1063 Talbot St  St. Thomas ON N5P 1G4,,location.href = '/Portal/Facility/Details/24d06bd6-e642-405d-9d2a-953c053f3049' ,Food,,https://healthinspect.ca/Portal/Facility/Details/24d06bd6-e642-405d-9d2a-953c053f3049
"Candy Gram, The",C-162 William Street  Port Stanley ON N5L 1E4,06/19/2023,location.href = '/Portal/Facility/Details/952cc239-33cf-4d27-b99d-b3d913e40780' ,Food,,https://healthinspect.ca/Portal/Facility/Details/952cc239-33cf-4d27-b99d-b3d913e40780
Candyliscious,548566 Beachville Rd  Beachville ON N4S 7V6,05/31/2023,location.href = '/Portal/Facility/Details/ccdcc276-7231-4916-8618-8e5b11e15226' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ccdcc276-7231-4916-8618-8e5b11e15226
Canterbury Convenience,186 Canterbury St  Ingersoll ON N5C 1C8,10/12/2023,location.href = '/Portal/Facility/Details/85149a98-c850-43c4-967c-4976c0a730c7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/85149a98-c850-43c4-967c-4976c0a730c7
Caps Off Brewery Co.,C-168 Curtis St  St. Thomas ON N5P 3W9,02/01/2023,location.href = '/Portal/Facility/Details/42e95b26-1267-49d2-ba6e-0ca8f0bc7278' ,Food,,https://healthinspect.ca/Portal/Facility/Details/42e95b26-1267-49d2-ba6e-0ca8f0bc7278
Cardinal Court Motel,10401 Sunset Drive  St. Thomas ON N5P 3T2,01/05/2023,location.href = '/Portal/Facility/Details/1ebbe84e-f62d-4d03-addf-72e6325084ad' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1ebbe84e-f62d-4d03-addf-72e6325084ad
Caressant Care Bonnie Place Nursing Home - Institutional Food,15 Bonnie Pl  St Thomas ON N5R 5T8,04/03/2023,location.href = '/Portal/Facility/Details/7dbf2ba2-93c2-45a5-86fd-f505c769abe6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7dbf2ba2-93c2-45a5-86fd-f505c769abe6
Caressant Care Bonnie Place Retirement Home - Institutional Food,15 Bonnie Pl  St Thomas ON N5R 5T8,04/03/2023,location.href = '/Portal/Facility/Details/65bfe811-e4d0-477a-82fc-541b02b355b9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/65bfe811-e4d0-477a-82fc-541b02b355b9
Caressant Care Mary Bucke - Institutional Food,4 Mary Bucke St  St. Thomas ON N5R 5T6,10/31/2023,location.href = '/Portal/Facility/Details/7e897751-cae3-4240-a9f6-00ad082f5a2f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7e897751-cae3-4240-a9f6-00ad082f5a2f
Caressant Care Nursing Home,81 Fyfe Ave  Woodstock ON N4S 8Y2,09/12/2023,location.href = '/Portal/Facility/Details/2a75699b-ed34-4941-b5f0-99b40d089525' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2a75699b-ed34-4941-b5f0-99b40d089525
Caressant Care Retirement Home,81 Fyfe Ave  Woodstock ON N4S 8Y2,09/21/2023,location.href = '/Portal/Facility/Details/7961725e-d694-46eb-8a29-371348eb0641' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7961725e-d694-46eb-8a29-371348eb0641
Carnegie Hall Ingersoll,1 Charles St. E  Ingersoll ON N5C 1J5,10/04/2023,location.href = '/Portal/Facility/Details/e0438aca-35da-48f3-9ba6-0d7e1ce9b352' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e0438aca-35da-48f3-9ba6-0d7e1ce9b352
Caso-Xing- The Ice Box,75 Caso Xing  St. Thomas Ontario N5P 3V7,09/11/2023,location.href = '/Portal/Facility/Details/bf2a0042-e101-43ea-8627-b7d712912b60' ,Food,,https://healthinspect.ca/Portal/Facility/Details/bf2a0042-e101-43ea-8627-b7d712912b60
CASS Chef,700 College Ave  Woodstock ON N4S 2C8,01/26/2023,location.href = '/Portal/Facility/Details/0093d3d6-aba8-40b7-988c-46b98ca3e1a0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0093d3d6-aba8-40b7-988c-46b98ca3e1a0
Cedarview Gracious Retirement Living,511 Finkle St  Woodstock ON N4V 0C4,10/19/2023,location.href = '/Portal/Facility/Details/07373b51-a60d-4330-b32a-78867e7d86b3' ,Food,,https://healthinspect.ca/Portal/Facility/Details/07373b51-a60d-4330-b32a-78867e7d86b3
Centennial Sports Club,41 Jonas St  St Thomas ON N5R 2Y1,10/17/2023,location.href = '/Portal/Facility/Details/50bca5ed-fd98-4eba-bfac-04f8fd953583' ,Food,,https://healthinspect.ca/Portal/Facility/Details/50bca5ed-fd98-4eba-bfac-04f8fd953583
Centennial Sports Club Minor Baseball,51 Sauve Ave  St Thomas ON N5R 6G8,06/05/2023,location.href = '/Portal/Facility/Details/f71bbd4a-5017-4b71-ae17-3e1c764417f6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f71bbd4a-5017-4b71-ae17-3e1c764417f6
