Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Services Inspected,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
Maple Tree Preschool,2993 Algonquin Road  Sudbury ON P3E 4X5,Child-Care Setting Catered,04-Mar-2024,location.href = '/Facility/Details/d7938ce9-29ea-4d0f-9ed4-53a1e7247f2d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d7938ce9-29ea-4d0f-9ed4-53a1e7247f2d
Maple Tree Preschool,2997 Algonquin Road  Sudbury ON P3E 4X5,Child-Care Setting Catered,13-Feb-2024,location.href = '/Facility/Details/34b0bb90-9189-42dc-bdf7-c8f3897e1566' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/34b0bb90-9189-42dc-bdf7-c8f3897e1566
Marble Slab,1486 Lasalle Boulevard  Sudbury ON P3A 1Z7,Food Take Out,27-Jan-2023,location.href = '/Facility/Details/ea85b74b-47af-4b28-9ecb-bbf0a1b46917' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ea85b74b-47af-4b28-9ecb-bbf0a1b46917
Marche Azilda Market,9 Notre Dame Street East  Azilda ON P0M 1B0,Supermarket,27-Nov-2023,location.href = '/Facility/Details/2bac14dd-b8a4-4c9f-8af6-c9fa65d09ad9' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2bac14dd-b8a4-4c9f-8af6-c9fa65d09ad9
Marche Azilda Market,9 Notre Dame Street East  Azilda ON P0M 1B0,Food Take Out,12-Apr-2023,location.href = '/Facility/Details/333d4248-560c-46af-8864-fd8531f49522' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/333d4248-560c-46af-8864-fd8531f49522
Marche Azilda Market,9 Notre Dame Street East  Azilda ON P0M 1B0,Butcher Shop,12-Apr-2023,location.href = '/Facility/Details/6fa8d7b0-c4a5-41f2-8160-03869b9c1636' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/6fa8d7b0-c4a5-41f2-8160-03869b9c1636
Marie-Eve,199 Demers Street  Chapleau ON P0M 1K0,Bakery (Retail and Production),02-Oct-2023,location.href = '/Facility/Details/ccabbacc-8d76-4b93-9ed1-47832063f4db' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ccabbacc-8d76-4b93-9ed1-47832063f4db
"Mark's Hotdogs, Sausages & Burgers",Mobile premises operates at varying locations,Mobile Food Premises,25-Aug-2023,location.href = '/Facility/Details/05285d44-eb2f-4f2f-87c1-10f4af4f31f9' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/05285d44-eb2f-4f2f-87c1-10f4af4f31f9
Markstay Food Bank,17 Church St  Markstay ON P0M 2G0,Food Bank,19-Oct-2023,location.href = '/Facility/Details/135f623b-4164-48d4-9d34-1797209114f6' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/135f623b-4164-48d4-9d34-1797209114f6
Markstay Golden Age & Senior Citizen's Club,8 Church St  Markstay ON P0M 2G0,Full-Service Banquet Hall,,location.href = '/Facility/Details/853d5be3-969c-40f2-b9e3-80a43e75f0fd' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/853d5be3-969c-40f2-b9e3-80a43e75f0fd
Markstay Public School,7 Pioneer St E  Markstay ON P0M 2G0,School Nourishment Program,17-May-2023,location.href = '/Facility/Details/2a6ecac3-c2d9-4588-bbd6-ff0b146fa164' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2a6ecac3-c2d9-4588-bbd6-ff0b146fa164
Marshall's,1099 Marcus Dr  Sudbury ON P3B 4K6,Food Store (Convenience / Variety),22-Mar-2024,location.href = '/Facility/Details/d00e5dcd-d7f5-40f1-8124-8ee6fb08e675' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d00e5dcd-d7f5-40f1-8124-8ee6fb08e675
Martins Country Market,1750 Hwy  17 Massey ON P0P 1P0,Supermarket,11-Dec-2023,location.href = '/Facility/Details/59d5f3eb-c1ad-4389-a0e3-2a5f2a840518' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/59d5f3eb-c1ad-4389-a0e3-2a5f2a840518
Marty's Street Eats and Catering,508 Skead Road  Garson ON P3L 1M7,Mobile Food Premises,13-Mar-2024,location.href = '/Facility/Details/28ec39b7-c763-44fd-8dfb-6518b7b7437e' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/28ec39b7-c763-44fd-8dfb-6518b7b7437e
Mary Browns,4764 Regional Road 15  Chelmsford ON P0M 1L0,Restaurant,25-Apr-2024,location.href = '/Facility/Details/1ccba5d0-8583-4f99-ae69-46f754d43bc8' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/1ccba5d0-8583-4f99-ae69-46f754d43bc8
Mary Brown's Chicken,2040 Algonquin Road  Sudbury ON P3E 4Z6,Restaurant,13-Mar-2024,location.href = '/Facility/Details/27ea44f5-c2e7-4785-95cd-34689bfb5b14' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/27ea44f5-c2e7-4785-95cd-34689bfb5b14
Mary Brown's Chicken,3140 Old Highway 69 North  Val Caron ON P3N 1G3,Restaurant,10-Nov-2023,location.href = '/Facility/Details/f8345a99-f31a-4275-a671-a977d4d35449' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/f8345a99-f31a-4275-a671-a977d4d35449
Marymount Academy Breakfast Program,165 D'Youville Street  Sudbury ON P3C 5E7,School Nourishment Program,17-Apr-2024,location.href = '/Facility/Details/739d70b3-ee4c-4941-ae4b-4b493da457eb' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/739d70b3-ee4c-4941-ae4b-4b493da457eb
Marymount Academy Cafeteria,165 D'Youville St  Sudbury ON P3C 5E7,Cafeteria,24-Apr-2024,location.href = '/Facility/Details/d4428b45-d51d-49ab-acf2-2b839b40c7fd' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d4428b45-d51d-49ab-acf2-2b839b40c7fd
Massey Community Centre,455 Government Road  Massey ON P0P 1P0,Special Event Banquet Hall,22-Feb-2023,location.href = '/Facility/Details/db67ce17-014e-466b-9af1-612e4be2571b' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/db67ce17-014e-466b-9af1-612e4be2571b
Massey Wholesale Ltd.,335 Carl Albert Street  Massey ON P0P 1P0,Food Warehouse / Depot,09-Apr-2024,location.href = '/Facility/Details/e990e9d1-a56b-46a0-9bb9-46bcaae79f88' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e990e9d1-a56b-46a0-9bb9-46bcaae79f88
Massey-Walford Food Bank,355 Imperial Street South  Massey ON P0P 1P0,Food Bank,19-Apr-2024,location.href = '/Facility/Details/41fc3eec-5661-4daa-a5bb-c47fbf2b53b6' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/41fc3eec-5661-4daa-a5bb-c47fbf2b53b6
Matt's Stand,3499 Bidwell Road  Sheguiandah ON P0P 1W0,Mobile Food Premises,01-May-2023,location.href = '/Facility/Details/76195fa6-d931-4ef7-9be6-44706f3e5cea' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/76195fa6-d931-4ef7-9be6-44706f3e5cea
Mazzuca Shell,29 Regional Road 84  Capreol ON P0M 1H0,Food Store (Convenience / Variety),04-Apr-2023,location.href = '/Facility/Details/12aef2ab-d8ae-4b09-ae4c-0421a4ff7295' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/12aef2ab-d8ae-4b09-ae4c-0421a4ff7295
MC Residence - Institutional Food,4616 Fergus Avenue  Val Therese ON P3P 1S3,Boarding / Lodging / Group Home,18-Jan-2024,location.href = '/Facility/Details/7678c478-8c83-424b-8157-0ab718c30292' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/7678c478-8c83-424b-8157-0ab718c30292
McClelland Community Centre / Arena,37 Veterans Road  Copper Cliff ON P0M 1N0,Refreshment / Concession Stand,22-Feb-2024,location.href = '/Facility/Details/9cb26e2a-d1d4-41d2-83fa-23320ba39126' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9cb26e2a-d1d4-41d2-83fa-23320ba39126
McClelland Community Centre / Arena,37 Veterans Road  Copper Cliff ON P0M 1N0,Special Event Banquet Hall,22-Feb-2024,location.href = '/Facility/Details/3d5d73ae-0c8b-4061-a6ad-1c4be79f22fa' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3d5d73ae-0c8b-4061-a6ad-1c4be79f22fa
McDonald's,2416 Long Lake Road  Sudbury ON P3C 4P4,Restaurant,06-Mar-2024,location.href = '/Facility/Details/8262ccda-fe96-4ef6-9759-194b7077859d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8262ccda-fe96-4ef6-9759-194b7077859d
McDonald's,5118 Hwy 69 N  Hanmer ON P3P 0C8,Restaurant,01-Mar-2023,location.href = '/Facility/Details/a5a4fb5c-12e5-425c-9137-7fc0bea96849' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a5a4fb5c-12e5-425c-9137-7fc0bea96849
McDonald's,3575 Highway 144  Chelmsford ON P0M 1L0,Restaurant,05-Apr-2024,location.href = '/Facility/Details/f4a91d4c-8ed6-4bbe-96bb-c25ede3ca847' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/f4a91d4c-8ed6-4bbe-96bb-c25ede3ca847
McDonald's,1194 Kingsway Blvd  Sudbury ON P3B 2E8,Restaurant,08-Apr-2024,location.href = '/Facility/Details/3fe16eb9-f841-43ca-be1d-d380c69cf1f2' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3fe16eb9-f841-43ca-be1d-d380c69cf1f2
McDonald's,1349 Lasalle Blvd  Sudbury ON P3A 1Z2,Restaurant,26-Feb-2024,location.href = '/Facility/Details/a3c0b3b3-aedb-4cd9-b3b8-d686485a1fdb' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a3c0b3b3-aedb-4cd9-b3b8-d686485a1fdb
McDonald's,914 Newgate Avenue  Sudbury ON P3A 5J9,Restaurant,23-Jan-2024,location.href = '/Facility/Details/ec72664e-7af7-456b-bff8-bc3bbe1123d2' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ec72664e-7af7-456b-bff8-bc3bbe1123d2
McDonald's,711 Centre Street  Espanola ON P5E 1T3,Restaurant,21-Feb-2024,location.href = '/Facility/Details/30adee47-3383-412f-a1ea-b3f58e887e52' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/30adee47-3383-412f-a1ea-b3f58e887e52
McDonald's,1740 Regent Street S  Sudbury ON P3E 3Z8,Restaurant,19-Jan-2023,location.href = '/Facility/Details/da53c7e7-f6cd-4148-bcae-f59ea9369304' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/da53c7e7-f6cd-4148-bcae-f59ea9369304
McDougall Energy Inc. (Jeremy's),220 Highway 17  Nairn Centre ON P0M 2L0,Restaurant,14-Mar-2024,location.href = '/Facility/Details/15054885-fbd9-41eb-840c-102708abe556' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/15054885-fbd9-41eb-840c-102708abe556
McKay's Cafe,65 Larch Street  Sudbury ON P3E 1B8,Restaurant,05-Jul-2023,location.href = '/Facility/Details/cb29f8fb-920f-43b1-8f64-a4d49b417f0f' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/cb29f8fb-920f-43b1-8f64-a4d49b417f0f
McKay's Cafe,2009 Long Lake Rd  Sudbury ON P3E 6C3,Restaurant,22-Jun-2023,location.href = '/Facility/Details/b0d11ec4-5f4a-4b55-b92e-8b06fbf9f8b6' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/b0d11ec4-5f4a-4b55-b92e-8b06fbf9f8b6
McWeenies,557 Kathleen Street  Sudbury Ontario,Mobile Food Premises,04-Aug-2022,location.href = '/Facility/Details/ed2ee0a5-c8ad-4a7f-a616-6aa0b6f6863f' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ed2ee0a5-c8ad-4a7f-a616-6aa0b6f6863f
Meadow Springs Golf Club,5839 Hwy 64  Monetville ON P0M 2K0,Restaurant,07-Sep-2022,location.href = '/Facility/Details/125500f6-eb15-4b7e-b0f1-65a5e866802d' ,Food Premisis,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/125500f6-eb15-4b7e-b0f1-65a5e866802d
