Facility Name,Facility Type,Last Inspection Date,Site Address,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
MontHill Golf and Country Club - Banquet Facility,Banquet Hall,07-Feb-2024,4925 Hwy 6 Caledonia ON N3W 1Z6,location.href = '/Portal/Facility/Details/289a28b2-716c-4c42-be14-d55974e0c489' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/289a28b2-716c-4c42-be14-d55974e0c489
Mount Zion United Church - Kitchen,Church Banquet Facility,,972 Concession 14 Townsend Simcoe ON N3Y 4K3,location.href = '/Portal/Facility/Details/de9f6a09-0309-4097-9927-8cb7ca82c0e0' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/de9f6a09-0309-4097-9927-8cb7ca82c0e0
Mr. Sub,Food Take Out,16-Jan-2024,512 James St Delhi ON N4B 2C4,location.href = '/Portal/Facility/Details/46cec560-b488-405f-a649-b5014885aef1' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/46cec560-b488-405f-a649-b5014885aef1
Mr. Sub,Food Take Out,06-Mar-2024,394 Simcoe St Tillsonburg ON N4G 2J9,location.href = '/Portal/Facility/Details/7a4508f5-2448-4c9e-b559-f9750391d0aa' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7a4508f5-2448-4c9e-b559-f9750391d0aa
Mudcat Bowling & Entertainment Centre,Restaurant,02-Apr-2024,1123 Broad St E. Dunnville ON N1A 2Z5,location.href = '/Portal/Facility/Details/a9cd2508-d489-4779-85f5-098ce1ce8d27' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a9cd2508-d489-4779-85f5-098ce1ce8d27
Murphy's Chipwagon,Mobile Preparation Premises,25-May-2023,501 Main St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/5b082a4a-7c3d-4a37-9bdb-3f65305ce6b6' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5b082a4a-7c3d-4a37-9bdb-3f65305ce6b6
My Pantree Creations,Home-Based Kitchen,12-Apr-2024,317 St Andrew Street Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/93c5c222-43fd-4ed9-bf03-8d1f5fcb9822' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/93c5c222-43fd-4ed9-bf03-8d1f5fcb9822
My Sweet Sweet World,Bakery - Production,30-Apr-2024,14 Main Street North Hagersville ON,location.href = '/Portal/Facility/Details/83f5e94f-1baa-488a-997f-258e0190fa3d' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/83f5e94f-1baa-488a-997f-258e0190fa3d
N.V.G. Farming,Food Caterer,07-Mar-2024,163 Fisher's Glen Rd Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/99fcc61f-62ba-4a89-a2a3-ed47167b2032' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/99fcc61f-62ba-4a89-a2a3-ed47167b2032
Nanticoke Community Hall,Community Hall,28-Nov-2023,38 Rainham Rd Nanticoke ON N0A 1L0,location.href = '/Portal/Facility/Details/0e228622-9d47-472d-b073-b13700fbc754' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0e228622-9d47-472d-b073-b13700fbc754
Natures Way Organics,Cannery,15-Jan-2024,685 Norfolk County Road 23 Clear Creek N0E 1C0,location.href = '/Portal/Facility/Details/4c4814c4-df6c-4580-918a-5b932b8b0106' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4c4814c4-df6c-4580-918a-5b932b8b0106
NC - E & E McLaughlin Soccer Park,Community Hall,24-Apr-2024,547 Main Street Delhi ON N4B 2W6,location.href = '/Portal/Facility/Details/05f6ca89-284a-49bb-b740-8d35ccde6f8b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/05f6ca89-284a-49bb-b740-8d35ccde6f8b
Nectar Coffee & Bar Food Truck,Mobile Preparation Premises,10-Nov-2023,394 Simcoe St Tillsonburg ON N4G 2J9,location.href = '/Portal/Facility/Details/a7fbdf22-39e1-4e63-b219-97918f07b927' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a7fbdf22-39e1-4e63-b219-97918f07b927
Neighborhood Food Emporium,Restaurant,12-Mar-2024,317 Main St Port Dover N08 1N0 ON,location.href = '/Portal/Facility/Details/d0128b75-ebdf-4b58-ab7c-c571a9cdc657' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d0128b75-ebdf-4b58-ab7c-c571a9cdc657
Neighbours,Convenience / Variety,25-Mar-2024,360 James St Delhi ON N4B 2B4,location.href = '/Portal/Facility/Details/950cb5a1-a778-457f-8e91-24519001e6e0' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/950cb5a1-a778-457f-8e91-24519001e6e0
New Amsterdam,Restaurant,22-Feb-2024,223 Queen St Dunnville ON N1A 1H8,location.href = '/Portal/Facility/Details/7f52577e-f7d2-407b-bd2c-b36ed8dba179' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7f52577e-f7d2-407b-bd2c-b36ed8dba179
New Limburg Restaurant,Restaurant,17-Aug-2023,2353 Nixon Rd Simcoe ON N3Y 4K6,location.href = '/Portal/Facility/Details/0c0b99b5-1243-4100-a99e-1ecd732c80f5' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0c0b99b5-1243-4100-a99e-1ecd732c80f5
New Orleans Pizza,Restaurant,22-Feb-2024,33 Colborne St S. Simcoe ON N3Y 4H2,location.href = '/Portal/Facility/Details/e69a7c97-001f-425a-89eb-0cc078d091bc' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e69a7c97-001f-425a-89eb-0cc078d091bc
Nicamex,Convenience / Variety,12-Apr-2024,16 Colborne St. N Simcoe ON N3Y 4H1,location.href = '/Portal/Facility/Details/ba931ee6-6cf0-404f-aea1-15344650627f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ba931ee6-6cf0-404f-aea1-15344650627f
Nighs of Jarvis,Butcher Shop,27-Feb-2024,2004 Main St S. Jarvis ON N0A 1J0,location.href = '/Portal/Facility/Details/ead0cae9-1464-4a89-b0dc-5fd6739f425f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ead0cae9-1464-4a89-b0dc-5fd6739f425f
Nita's Bakery,Home-Based Kitchen,20-Apr-2023,200 Norfolk County Road 60 Walsingham ON N0E 1X0,location.href = '/Portal/Facility/Details/2c9fdb1f-bf49-42de-8944-257729e6d061' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2c9fdb1f-bf49-42de-8944-257729e6d061
Norfolk BBQ,Cannery,06-Dec-2023,4152 Hwy 3 E Simcoe ON N3Y 4K8,location.href = '/Portal/Facility/Details/cd79e2a1-24a3-4e88-a507-95686316392b' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/cd79e2a1-24a3-4e88-a507-95686316392b
Norfolk BBQ-Food Storage,Food Warehouse / Depot,21-Jun-2023,297 Colborne St N Simcoe ON N3Y 3V6,location.href = '/Portal/Facility/Details/93fb43bf-c1cb-4431-9b2f-113dd17680ad' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/93fb43bf-c1cb-4431-9b2f-113dd17680ad
Norfolk General Hospital,Hospital,07-Mar-2024,365 West Street Simcoe ON N3Y 1T7,location.href = '/Portal/Facility/Details/862c81a2-b282-41a5-a187-53013dea31b6' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/862c81a2-b282-41a5-a187-53013dea31b6
Norfolk Holistic Foods,Convenience / Variety,05-Feb-2024,17 Peel St Simcoe ON N3Y 1S1,location.href = '/Portal/Facility/Details/bcbbe18a-d6c8-43e7-93e2-b5666e5fcbe5' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/bcbbe18a-d6c8-43e7-93e2-b5666e5fcbe5
Norfolk Hospital Nursing Home,Institutional Servery,07-Mar-2024,365 West St Simcoe ON N3Y 1T7,location.href = '/Portal/Facility/Details/f4db68bc-03b2-41f1-a600-e2b2fa2ba18d' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f4db68bc-03b2-41f1-a600-e2b2fa2ba18d
Norfolk Juice Co,Restaurant,16-Jan-2024,1 Main St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/bdb3a576-4acb-4418-b300-c666cd371381' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/bdb3a576-4acb-4418-b300-c666cd371381
Norfolk Juice Co on Cedar,Snack Bar / Refreshment Stand,,381 Cedar St Simcoe ON N3Y 2J2,location.href = '/Portal/Facility/Details/996ef900-d655-4dc0-b8e8-1b65f395f0c7' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/996ef900-d655-4dc0-b8e8-1b65f395f0c7
Norfolk Juice Co. - Juice On The Go,Beverage Vehicle,04-Oct-2022,1 Main St Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/848615a5-da16-469f-8106-b6ca748a0ddf' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/848615a5-da16-469f-8106-b6ca748a0ddf
Norfolk Little People's Day Care Inc.,Child Care Onsite Prep.,27-Mar-2024,"B-30 Albert Street W, Langton ON N0E 1G0",location.href = '/Portal/Facility/Details/8c85d3c8-24fd-4a5c-b7af-62db9a9200d2' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8c85d3c8-24fd-4a5c-b7af-62db9a9200d2
Normandale Century Inn Restaurant,Restaurant,04-Apr-2024,2326 Front Rd Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/c9c4aa04-f1d3-4346-b048-872aa4045c76' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/c9c4aa04-f1d3-4346-b048-872aa4045c76
North Roots,Home-Based Kitchen,05-Mar-2024,317 Walsingham E 1/4 Line Rd St. Williams ON N0E 1P0,location.href = '/Portal/Facility/Details/18f1e7db-2315-4ce8-ae33-2401e6fc86fd' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/18f1e7db-2315-4ce8-ae33-2401e6fc86fd
Norview Lodge,Long Term Care Facility,24-Jan-2024,P.O. Box 6-44 Rob Blake Way Simcoe ON N3Y 4L8,location.href = '/Portal/Facility/Details/cb332f88-665c-46b4-912c-5642538b9ac2' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/cb332f88-665c-46b4-912c-5642538b9ac2
Nutrition - Jarvis Public School,School Nutrition Program,24-Nov-2023,14 Monson Street Jarvis ON N0A 1J0,location.href = '/Portal/Facility/Details/64a7e0dd-a09e-4b96-ab4b-3ab985363f4e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/64a7e0dd-a09e-4b96-ab4b-3ab985363f4e
Nutrition - Our Lady of Fatima School,School Nutrition Program,20-Sep-2023,120 Talbot Road Courtland ON N0J 1E0,location.href = '/Portal/Facility/Details/f36fdf34-29ff-46f5-976f-b62d503db3c3' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f36fdf34-29ff-46f5-976f-b62d503db3c3
Nutrition - Walpole North Elementary School,School Nutrition Program,01-Dec-2023,1895 Haldimand Road 55 Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/ae3fe96c-064c-499e-b769-27af213cb820' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ae3fe96c-064c-499e-b769-27af213cb820
Oasis Drive In,Food Take Out,11-Oct-2023,22 Argyle St S. Caledonia ON N3W 1E5,location.href = '/Portal/Facility/Details/eaa141c2-f21b-44f6-a45e-78954e5ce11e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/eaa141c2-f21b-44f6-a45e-78954e5ce11e
Old Cut Dairy Bar,Food Take Out,14-Aug-2023,17 Rogers Ave Port Rowan Ontario N0E 1M0,location.href = '/Portal/Facility/Details/fca6fb71-7e41-498a-b503-d02c743d5b5f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/fca6fb71-7e41-498a-b503-d02c743d5b5f
Olde Tyme Deli & Eatery,Restaurant,13-Sep-2023,B-1023 Bay St Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/74240385-5756-4a0e-a663-e024d5ed6fff' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/74240385-5756-4a0e-a663-e024d5ed6fff
Olive's Heirlooms,Home-Based Kitchen,30-Nov-2023,387 Indiana Rd E Canfield ON N0A 1C0,location.href = '/Portal/Facility/Details/2d1bd8d9-51a6-4ad3-b9ab-ca6c72baab72' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2d1bd8d9-51a6-4ad3-b9ab-ca6c72baab72
On the Run (Pioneer Gas Station),Convenience / Variety,15-Jan-2024,12 Church Street W Delhi ON N4B 1V7,location.href = '/Portal/Facility/Details/9e0c79ec-da58-45f6-824a-655851849361' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9e0c79ec-da58-45f6-824a-655851849361
Oneida Baptist Camp,Cafeteria,27-Jun-2023,335 Southcoast Dr Nanticoke ON N0A 1L0,location.href = '/Portal/Facility/Details/6e942b16-9292-4875-b830-8067ceb2461e' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/6e942b16-9292-4875-b830-8067ceb2461e
Oneida United Church,Church Banquet Facility,,699 Haldimand Rd 9 Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/d1bfb0a9-7c68-4f5d-8f4c-85c4c89e1e44' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d1bfb0a9-7c68-4f5d-8f4c-85c4c89e1e44
Oscar's Pizzeria,Food Take Out,13-Feb-2024,38 Robinson St Simcoe ON N3Y 1W6,location.href = '/Portal/Facility/Details/0baeeefc-c5ff-4a4d-9873-be4230591ab3' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0baeeefc-c5ff-4a4d-9873-be4230591ab3
Osmow's Shawarma Caledonia,Restaurant,15-Jan-2024,4-351 Argyle St S Caledonia ON N3W 1K7,location.href = '/Portal/Facility/Details/dabe1d1c-e40f-41f4-b416-fde1a4e8d6f4' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dabe1d1c-e40f-41f4-b416-fde1a4e8d6f4
Our Lady Queen of Martyrs Parish,Church Banquet Facility,07-Jul-2023,110 Adams Ave Delhi ON N4B 1P7,location.href = '/Portal/Facility/Details/494d24df-2172-40ad-bd25-97b4cc3b6cfe' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/494d24df-2172-40ad-bd25-97b4cc3b6cfe
Our Little Taste of Heaven,Home-Based Kitchen,13-Feb-2023,9 Fleming Cres Caledonia ON N3W 1V3,location.href = '/Portal/Facility/Details/a85ceb0a-31b4-4c58-8d3b-53d4c4ace0bc' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a85ceb0a-31b4-4c58-8d3b-53d4c4ace0bc
Parkview Meadows,Long Term Care Facility,01-Mar-2024,72 Town Center Drive Townsend ON N0A 1S0,location.href = '/Portal/Facility/Details/2ee2f734-531b-4c55-9b4b-03c7cafc176f' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2ee2f734-531b-4c55-9b4b-03c7cafc176f
Parkway Day Care Centre,Child Care Onsite Prep.,16-Feb-2024,85 Nanticoke Creek Parkway Townsend ON N0A 1S0,location.href = '/Portal/Facility/Details/2011a77a-f1eb-43d5-b5f9-ecbdfdfc2487' ,Food Safety,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2011a77a-f1eb-43d5-b5f9-ecbdfdfc2487
