Facility Name,Site Address,Community,Facility Type,url_entity_partial,category,Enforcement,Action Taken,Status,Date of Issuance,Details,Status Date,url_entity_full
Evguine's Smoke Meat,2207 Industrial Park Road  Innisfil ON L9S 3V9,Innisfil,Food Take Out,location.href = '/Facility/Details/4d11622b-592f-4d48-b1ac-98fbc26593a8' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4d11622b-592f-4d48-b1ac-98fbc26593a8
Evviva Breakfast & Lunch,79 Park Place Blvd  Barrie ON L4N 0L1,Barrie,Restaurant,location.href = '/Facility/Details/b18ed8b2-f456-4884-83cc-be79acd5e876' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b18ed8b2-f456-4884-83cc-be79acd5e876
Exit 156 Port Severn Restaurant,78 Lone Pine Rd  Port Severn ON L0K 1S0,Port Severn,Restaurant,location.href = '/Facility/Details/26bef35c-8765-4a6c-8a0d-7d8af5dc5e95' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/26bef35c-8765-4a6c-8a0d-7d8af5dc5e95
Explorers Bistro,345 King Street  Midland ON L4R 3M7,Midland,Restaurant,location.href = '/Facility/Details/b9ebd1e4-7ce0-4dbb-8f70-74e8c8dd6525' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b9ebd1e4-7ce0-4dbb-8f70-74e8c8dd6525
Express Convenience,102-300 Holland St W  Bradford ON L3Z 1J2,Bradford,Convenience / Variety,location.href = '/Facility/Details/070a9fea-9635-4c87-847d-393e8d8ad20f' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/070a9fea-9635-4c87-847d-393e8d8ad20f
F & P Manufacturing Plant 1,1 Nolan Rd  Tottenham ON L0G 1W0,Tottenham,Cafeteria,location.href = '/Facility/Details/2481fdd9-d264-4c4d-9a67-2306fca00995' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2481fdd9-d264-4c4d-9a67-2306fca00995
F & P Manufacturing Plant 2,1 Nolan Rd  Tottenham ON L0G 1W0,Tottenham,Cafeteria,location.href = '/Facility/Details/910e856b-2954-4c4b-b3b0-f4ba804634ff' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/910e856b-2954-4c4b-b3b0-f4ba804634ff
Fairfield by Marriott,8 Mulcahy Crt  Orillia ON L3V 8B3,Orillia,Restaurant,location.href = '/Facility/Details/75456e01-3d5a-43ff-9f84-15c92bfed905' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/75456e01-3d5a-43ff-9f84-15c92bfed905
Fairfield Inn And Suites by Marriott,261 Essa Rd  Barrie ON L4N 9C7,Barrie,Serving Kitchen,location.href = '/Facility/Details/4c79e10d-b6db-4a84-9e98-655894177bb8' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4c79e10d-b6db-4a84-9e98-655894177bb8
Fairvern Huntsville District Nursing Home,14 Mill St  Huntsville ON P1H 2A4,Huntsville,Long Term Care Kitchen,location.href = '/Facility/Details/ca80abfe-2559-4f17-bfdc-02dd411bdd48' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ca80abfe-2559-4f17-bfdc-02dd411bdd48
Fairvern Huntsville District Nursing Home - Basement Kitchen,14 Mill St  Huntsville ON P1H 2A4,Huntsville,Long Term Care Kitchen,location.href = '/Facility/Details/2e22a568-d0e5-4bb5-827d-4561273015fd' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2e22a568-d0e5-4bb5-827d-4561273015fd
Fairvern Huntsville District Nursing Home - Second Floor,14 Mill St  Huntsville ON P1H 2A4,Huntsville,Institutional Servery,location.href = '/Facility/Details/86f6966d-6de1-4671-a81d-2d9a525b1b5e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/86f6966d-6de1-4671-a81d-2d9a525b1b5e
Fairway Place,635 St Vincent Street N  Springwater ON L4M 4V1,Springwater,Food Take Out,location.href = '/Facility/Details/d5aa4c62-a1bb-484b-b488-ef1f0bbb01c9' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d5aa4c62-a1bb-484b-b488-ef1f0bbb01c9
Fairy Bay Lakehouse,228 Cookson Bay Cr Huntsville  ON P1H 1B2,Huntsville,Bed and Breakfast,location.href = '/Facility/Details/a1a4de58-85b9-49c0-be69-0d78b42fb1ff' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a1a4de58-85b9-49c0-be69-0d78b42fb1ff
Family Place Restaurant & Pizza,1 King William St  Huntsville ON P1H 1G7,Huntsville,Restaurant,location.href = '/Facility/Details/3410f25b-852f-438f-b85d-2fe71712eacf' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3410f25b-852f-438f-b85d-2fe71712eacf
Famous Archie's,425 West St N  Orillia ON L3V 3T8,Orillia,Restaurant,location.href = '/Facility/Details/9720cd81-bfbd-414d-950f-ac957b533094' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9720cd81-bfbd-414d-950f-ac957b533094
Fancy's Fish and Chips,5 Bell Farm Rd  Barrie ON L4M 5G1,Barrie,Restaurant,location.href = '/Facility/Details/c4eb37d7-1c8b-4bfb-9880-7ab10c133a5a' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c4eb37d7-1c8b-4bfb-9880-7ab10c133a5a
Fare Restaurant,50 Museum Dr  Orilia L3V 6K5,Orillia,Restaurant,location.href = '/Facility/Details/3e19c71f-3995-4aa9-b31c-0981a169bd68' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3e19c71f-3995-4aa9-b31c-0981a169bd68
Farm 2 Door,159 Balm Beach Rd E  Tiny ON L0L 2J0,Tiny,Food Shop,location.href = '/Facility/Details/67febf2b-9484-4cf1-b902-902350ac29a2' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/67febf2b-9484-4cf1-b902-902350ac29a2
Farm Boy,436 Bryne Dr  Barrie ON L4N 9R1,Barrie,Bakery,location.href = '/Facility/Details/270f10b7-3812-4c68-b6fe-c85dba3d08a9' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/270f10b7-3812-4c68-b6fe-c85dba3d08a9
Farm Boy,436 Bryne Dr  Barrie ON L4N 9R1,Barrie,Fish / Seafood,location.href = '/Facility/Details/cc7a0fb4-a282-4278-a01a-fc7898d7c05f' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/cc7a0fb4-a282-4278-a01a-fc7898d7c05f
Farm Boy,436 Bryne Dr  Barrie ON L4N 9R1,Barrie,Butcher,location.href = '/Facility/Details/835b326a-2700-4d3c-a4a6-eb6df9d78d8b' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/835b326a-2700-4d3c-a4a6-eb6df9d78d8b
Farm Boy,436 Bryne Dr  Barrie ON L4N 9R1,Barrie,Supermarket / Grocery,location.href = '/Facility/Details/ac50d3ad-a337-4858-aa1b-2f4e595f3a85' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ac50d3ad-a337-4858-aa1b-2f4e595f3a85
Farm Boy,436 Bryne Dr  Barrie ON L4N 9R1,Barrie,Food Take Out,location.href = '/Facility/Details/3dffdd70-1709-4254-919d-371225eba62d' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3dffdd70-1709-4254-919d-371225eba62d
Farm Boy,436 Bryne Dr  Barrie ON L4N 9R1,Barrie,Deli,location.href = '/Facility/Details/1e7d5cb1-5bae-4247-9a59-37459983ac42' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1e7d5cb1-5bae-4247-9a59-37459983ac42
Farm Raised Products,6181 5th Sideroad  Cookstown ON L0L 1L0,Cookstown,Butcher,location.href = '/Facility/Details/0ff8ca27-3a8d-4e6e-a185-16cb835f9604' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0ff8ca27-3a8d-4e6e-a185-16cb835f9604
Farmer's Daughter,118 Highway  60 Huntsville ON P1H 1C2,Huntsville,Food Take Out,location.href = '/Facility/Details/5573d196-42f2-4913-8b05-3559682081ba' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5573d196-42f2-4913-8b05-3559682081ba
"Farmhouse, The",268 Bradford St  Barrie ON L4N 6T3,Barrie,Restaurant,location.href = '/Facility/Details/492b0716-c795-48fb-83d2-96eba11a3313' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/492b0716-c795-48fb-83d2-96eba11a3313
Fast Freddies,2334 Cassell Dr  Hillsdale ON L0L 1V0,Hillsdale,Mobile Preparation Premises,location.href = '/Facility/Details/33cfaf7b-481a-4ef1-9b22-3357aba99bb5' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/33cfaf7b-481a-4ef1-9b22-3357aba99bb5
Fat Bastard Burrito,489 HollandSt W Bradford  ON L3Z 0C1,Bradford,Food Take Out,location.href = '/Facility/Details/9014d83f-4863-4f74-a24c-3463f8583ce2' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9014d83f-4863-4f74-a24c-3463f8583ce2
Fat Bastard Burrito,2-506 Bayfield St  Barrie ON L4M 5A2,Barrie,Restaurant,location.href = '/Facility/Details/9d27e290-d31d-470b-af5b-7808a87afb35' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9d27e290-d31d-470b-af5b-7808a87afb35
Fat Bastard Burrito,103A-75 Barrie View  Dr Barrie ON L4N 8V4,Barrie,Restaurant,location.href = '/Facility/Details/28c2de9c-6aad-4105-ba67-6a22a6b23109' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/28c2de9c-6aad-4105-ba67-6a22a6b23109
Fat Bastard Burrito,4-205 Memorial Ave  Orillia ON L3V 5X8,Orillia,Restaurant,location.href = '/Facility/Details/97f4292d-eb35-42af-b0f4-c5ffe859850a' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/97f4292d-eb35-42af-b0f4-c5ffe859850a
Fat Freddy's Freeze Dried Goods,1032 Bonnie Lake Rd  Bracebridge ON P1L 1W9,Bracebridge,Home-Based,location.href = '/Facility/Details/09833e7e-9392-4813-ae38-050520c05526' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/09833e7e-9392-4813-ae38-050520c05526
Father F. X. O'Reilly Catholic School,235 Queen Street N  Tottenham ON L0G 1W0,Tottenham,Student Nutrition Program,location.href = '/Facility/Details/99be660e-bfa7-4f9a-9abb-441766ea4bad' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/99be660e-bfa7-4f9a-9abb-441766ea4bad
Feast...A Catering Company,2-188 Yonge St  Midland ON L4R 2A8,Midland,Caterer,location.href = '/Facility/Details/d2ca0dfd-b6b9-4687-9666-71423d230943' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d2ca0dfd-b6b9-4687-9666-71423d230943
Feeb's Pub & Grill,2 Mill St E  Tottenham ON L0G 1W0,Tottenham,Restaurant,location.href = '/Facility/Details/fa49f3e1-6e04-4606-96ff-041fffad0d3d' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fa49f3e1-6e04-4606-96ff-041fffad0d3d
Fern Resort,4432 Fern Resort Rd  Orillia ON L3V 6H5,Orillia,Restaurant,location.href = '/Facility/Details/0d77f00b-cdbd-4416-bc24-33c5be4e26ea' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0d77f00b-cdbd-4416-bc24-33c5be4e26ea
Fern Resort - BBQ,4432 Fern Resort Rd  Orillia ON L3V 6H5,Orillia,Restaurant,location.href = '/Facility/Details/bbf8a421-648b-459f-af27-497491d96f1e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/bbf8a421-648b-459f-af27-497491d96f1e
Fern Resort - Mary Lou's Snacks and Bar,4432 Fern Resort Rd  Orillia ON L3V 6H5,Orillia,Restaurant,location.href = '/Facility/Details/fb684c68-3e59-48e7-9ebc-758237c36996' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fb684c68-3e59-48e7-9ebc-758237c36996
Ferndale Banquet Hall,24 Ferndale Industrial Dr  Barrie ON L4N 9V4,Barrie,Banquet Hall,location.href = '/Facility/Details/1552386d-9517-48ac-a69f-a96862bcf9a9' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1552386d-9517-48ac-a69f-a96862bcf9a9
Ferndale Woods Elementary School,170 Ferndale Drive S  Barrie ON L4N 8A1,Barrie,Student Nutrition Program,location.href = '/Facility/Details/6f51cce4-2083-4ae5-bb49-5405a837da38' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/6f51cce4-2083-4ae5-bb49-5405a837da38
Fernwood Farms & Market,7865 Highway 26  Stayner ON L0M 1S0,Stayner,Convenience / Variety,location.href = '/Facility/Details/744ab97d-3bf3-4a66-b2ae-d7c9fd121cd7' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/744ab97d-3bf3-4a66-b2ae-d7c9fd121cd7
Ferris Lane Community Daycare,49 Ferris Lane  Barrie ON L4M 2Y1,Barrie,Child Care - Preparation Onsite,location.href = '/Facility/Details/a77366da-5bc2-498d-b959-610a967f31da' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a77366da-5bc2-498d-b959-610a967f31da
Feta & Olives,F010-509 Bayfield St  Barrie ON L4M 4Z8,Barrie,Food Take Out,location.href = '/Facility/Details/c3722b94-b333-403b-8704-c92e41f863f1' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c3722b94-b333-403b-8704-c92e41f863f1
Field of Greens,1 Bruce Wilson Dr  Port Carling ON P0B 1J0,Port Carling,Bakery,location.href = '/Facility/Details/96a694fc-612f-4ab6-bd00-9977397fd4e3' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/96a694fc-612f-4ab6-bd00-9977397fd4e3
Field of Greens,1 Bruce Wilson Dr  Port Carling ON P0B 1J0,Port Carling,Supermarket / Grocery,location.href = '/Facility/Details/a2a7c5ff-8a99-4a63-86b7-682a13c2974c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a2a7c5ff-8a99-4a63-86b7-682a13c2974c
Field of Greens,1 Bruce Wilson Dr  Port Carling ON P0B 1J0,Port Carling,Fish / Seafood,location.href = '/Facility/Details/7a5f5f99-f8f1-454b-8644-18cb350bc8f7' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7a5f5f99-f8f1-454b-8644-18cb350bc8f7
Fieldcrest Elementary School,100 Professor Day Drive  Bradford ON L3Z 2B5,Bradford,Student Nutrition Program,location.href = '/Facility/Details/4a75976b-81a7-4605-902d-38af60dc5e6e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4a75976b-81a7-4605-902d-38af60dc5e6e
Fig and Feta,61 Hurontario St  Collingwood ON L9Y 2L7,Collingwood,Restaurant,location.href = '/Facility/Details/dec09d09-ec7d-4645-820c-7950c509a989' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/dec09d09-ec7d-4645-820c-7950c509a989
Fil's Cafe,17-353 Duckworth St  Barrie ON L4M 5C2,Barrie,Restaurant,location.href = '/Facility/Details/bae04e6e-ec93-46c2-96ff-118b577cb4e6' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/bae04e6e-ec93-46c2-96ff-118b577cb4e6
Fin City Fish and Chips,42 Delawana Rd  Honey Harbour ON P0E 1E0,Honey Harbour,Restaurant,location.href = '/Facility/Details/631108ab-7d25-431f-8a56-88da3109943b' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/631108ab-7d25-431f-8a56-88da3109943b
Fin City Fish and Chips,300 James St. E  Orillia L3V 1M2,Orillia,Restaurant,location.href = '/Facility/Details/95ffc04e-8cbb-42e2-a2d5-c62d844a1f4e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/95ffc04e-8cbb-42e2-a2d5-c62d844a1f4e
Fin City Fish and Chips,150 Laguna Parkway  Brechin ON L0K 1B0,Brechin,Restaurant,location.href = '/Facility/Details/fa7693d0-f7cc-4500-a6c3-eeb21ae3a581' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fa7693d0-f7cc-4500-a6c3-eeb21ae3a581
Fine Thymes Bistro & Bakery,B-13 Taylor Rd  Bracebridge ON P1L 1S6,Bracebridge,Restaurant,location.href = '/Facility/Details/639d8620-cefb-463f-bfdb-bb08ed8e3e50' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/639d8620-cefb-463f-bfdb-bb08ed8e3e50
Finn's Fresh Cut Fries,181 Park  Rd Tiny ON L0L 1P1,Elmvale,Mobile Preparation Premises,location.href = '/Facility/Details/004ed5d8-4d6f-4e88-bfcb-a98c010e7d68' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/004ed5d8-4d6f-4e88-bfcb-a98c010e7d68
Fionn MacCool’s,2 Front St N  Orillia ON L3V 4R5,Orillia,Restaurant,location.href = '/Facility/Details/ba87bbbb-14d4-40a3-a692-7151f314ae46' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ba87bbbb-14d4-40a3-a692-7151f314ae46
Fire Wings Bar & Grill,11 Mill St W  Tottenham ON L0G 1W0,Tottenham,Restaurant,location.href = '/Facility/Details/8324c4c4-f78f-4492-bc39-17abef74dd5c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8324c4c4-f78f-4492-bc39-17abef74dd5c
Firehouse Subs,H3-454 Bayfield St  Barrie ON L4M 5A2,Barrie,Restaurant,location.href = '/Facility/Details/86118618-48cc-47c8-85e8-26988f1380f1' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/86118618-48cc-47c8-85e8-26988f1380f1
Firehouse Subs,502 Holland St W  Bradford ON L3Z 0A2,Bradford,Restaurant,location.href = '/Facility/Details/4a5322d2-029e-4f23-940c-85ce5416f64b' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4a5322d2-029e-4f23-940c-85ce5416f64b
Firehouse Subs,169 Live Eight Way  Barrie ON L4N 6P1,Barrie,Food Take Out,location.href = '/Facility/Details/0d516c53-b424-4c28-9603-4fe2b9e64297' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0d516c53-b424-4c28-9603-4fe2b9e64297
Firehouse Subs,3220 Monarch Dr  Orillia ON L3V 8A2,Orillia,Restaurant,location.href = '/Facility/Details/8d78efe6-65b0-4fa2-9c54-b316a308b438' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8d78efe6-65b0-4fa2-9c54-b316a308b438
Firehouse Subs,17-9226 County Road  93 Midland ON L4R 4K4,Midland,Restaurant,location.href = '/Facility/Details/4bda5f60-3749-4837-9235-df2b148546fb' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4bda5f60-3749-4837-9235-df2b148546fb
First Baptist Church,205 Oak St  Stayner ON L0M1S0,Stayner,Community Kitchen,location.href = '/Facility/Details/c78db9c7-a564-4bf4-a230-342307ad7945' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c78db9c7-a564-4bf4-a230-342307ad7945
First Christian Reformed Church of Orillia,50 Fittons Rd W  Orillia ON L3V 3T9,Orillia,Serving Kitchen,location.href = '/Facility/Details/0e28deb9-447b-455a-a5de-adbc9c1bfd92' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0e28deb9-447b-455a-a5de-adbc9c1bfd92
"First Class Café, The",1 Georgian Dr  Barrie ON L4M 3X9,Barrie,Restaurant,location.href = '/Facility/Details/486b46a6-1619-4767-8a0b-40c70d5dddde' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/486b46a6-1619-4767-8a0b-40c70d5dddde
First Presbyterian Church,200 Maple Street  Collingwood ON L9Y 2R2,Collingwood,Community Kitchen,location.href = '/Facility/Details/0ede2bb7-dad4-49c0-a63b-c1392ad13c2c' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0ede2bb7-dad4-49c0-a63b-c1392ad13c2c
Fiscotti Gifts,8 Lilac Court  Innisfil ON L9S 1N2,Innisfil,Home-Based,location.href = '/Facility/Details/f81c64c8-6b4b-4d92-b964-70167862df8a' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f81c64c8-6b4b-4d92-b964-70167862df8a
Fish & Sips,206 Hurontario St  Collingwood ON L9Y 2M2,Collingwood,Restaurant,location.href = '/Facility/Details/2cd5f7e9-9668-49f3-b00f-31ade92330ca' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2cd5f7e9-9668-49f3-b00f-31ade92330ca
Fish n' Fry Inn,803 Vindin St  Midland ON L4R 4L9,Midland,Mobile Preparation Premises,location.href = '/Facility/Details/e22e87e5-1636-4c60-b5c0-3a810cb18c7e' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e22e87e5-1636-4c60-b5c0-3a810cb18c7e
Fishbone Kitchen & Wine Bar,261 Sunseeker Ave  Innisfil ON L9S 0J7,Innisfil,Restaurant,location.href = '/Facility/Details/ccf9b51c-fb85-45fc-844c-a189624699b4' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ccf9b51c-fb85-45fc-844c-a189624699b4
Five Points Theatre,1 Dunlop St W  Barrie ON L4N 1A1,Barrie,Serving Kitchen,location.href = '/Facility/Details/f060ff25-439e-4149-93ef-2e1c7973a492' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f060ff25-439e-4149-93ef-2e1c7973a492
Flashback Diner,309 Bayfield St  Barrie ON L4M 3C2,Barrie,Restaurant,location.href = '/Facility/Details/6b8182de-0b29-4fdf-b3d5-aa0df90264d9' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/6b8182de-0b29-4fdf-b3d5-aa0df90264d9
Flat Tire Farm Truck,76 First St  Collingwood ON L9Y 1A2,Collingwood,Mobile Preparation Premises,location.href = '/Facility/Details/cc1e78e7-a80c-419d-86e0-25fa5e2d9f07' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/cc1e78e7-a80c-419d-86e0-25fa5e2d9f07
Flavor Kitchen,3 Church St S  Alliston ON L9R 0A3,Alliston,Food Take Out,location.href = '/Facility/Details/890d6903-142b-4931-a867-c438dce6824f' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/890d6903-142b-4931-a867-c438dce6824f
Flying Monkeys Craft Brewery,107 Dunlop St E  Barrie ON L4M 1A6,Barrie,Restaurant,location.href = '/Facility/Details/cfa91b42-0b91-40b6-b177-0f81db370990' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/cfa91b42-0b91-40b6-b177-0f81db370990
Flynn's Irish Pub,96 Main St  Penetanguishene ON L9M 1T5,Penetanguishene,Restaurant,location.href = '/Facility/Details/53f35480-bd18-49dc-87b2-8bb703f04c9b' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/53f35480-bd18-49dc-87b2-8bb703f04c9b
Foley Catholic School,2162 Concession Road 4  Brechin ON L0K 1B0,Brechin,Student Nutrition Program,location.href = '/Facility/Details/ca231912-59a3-4099-9439-fbbddadccf25' ,Food Premisis,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ca231912-59a3-4099-9439-fbbddadccf25
